@RELATION imagette

@ATTRIBUTE label {Accident, Bomb, Car, Casualty, Electricity, Fire, FireBrigade, Flood, Gas, Injury, Paramedics, Person, Police, RoadBlock}
@ATTRIBUTE RatioBW_Global numeric
@ATTRIBUTE NbLinesBlackPixels_Global numeric
@ATTRIBUTE NbColsBlackPixels_Global numeric
@ATTRIBUTE HoughLines_Global numeric
@ATTRIBUTE HoughCircles_Global numeric
@ATTRIBUTE BoundingBoxNumber_Global numeric
@ATTRIBUTE GravityCenterX_Global numeric
@ATTRIBUTE GravityCenterY_Global numeric
@ATTRIBUTE CannyEdges_Global numeric
@ATTRIBUTE HWRatio_Global numeric
@ATTRIBUTE RatioBW_3x3_00 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_00 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_00 numeric
@ATTRIBUTE HoughLines_3x3_00 numeric
@ATTRIBUTE HoughCircles_3x3_00 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_00 numeric
@ATTRIBUTE GravityCenterX_3x3_00 numeric
@ATTRIBUTE GravityCenterY_3x3_00 numeric
@ATTRIBUTE CannyEdges_3x3_00 numeric
@ATTRIBUTE RatioBW_3x3_01 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_01 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_01 numeric
@ATTRIBUTE HoughLines_3x3_01 numeric
@ATTRIBUTE HoughCircles_3x3_01 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_01 numeric
@ATTRIBUTE GravityCenterX_3x3_01 numeric
@ATTRIBUTE GravityCenterY_3x3_01 numeric
@ATTRIBUTE CannyEdges_3x3_01 numeric
@ATTRIBUTE RatioBW_3x3_02 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_02 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_02 numeric
@ATTRIBUTE HoughLines_3x3_02 numeric
@ATTRIBUTE HoughCircles_3x3_02 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_02 numeric
@ATTRIBUTE GravityCenterX_3x3_02 numeric
@ATTRIBUTE GravityCenterY_3x3_02 numeric
@ATTRIBUTE CannyEdges_3x3_02 numeric
@ATTRIBUTE RatioBW_3x3_10 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_10 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_10 numeric
@ATTRIBUTE HoughLines_3x3_10 numeric
@ATTRIBUTE HoughCircles_3x3_10 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_10 numeric
@ATTRIBUTE GravityCenterX_3x3_10 numeric
@ATTRIBUTE GravityCenterY_3x3_10 numeric
@ATTRIBUTE CannyEdges_3x3_10 numeric
@ATTRIBUTE RatioBW_3x3_11 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_11 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_11 numeric
@ATTRIBUTE HoughLines_3x3_11 numeric
@ATTRIBUTE HoughCircles_3x3_11 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_11 numeric
@ATTRIBUTE GravityCenterX_3x3_11 numeric
@ATTRIBUTE GravityCenterY_3x3_11 numeric
@ATTRIBUTE CannyEdges_3x3_11 numeric
@ATTRIBUTE RatioBW_3x3_12 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_12 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_12 numeric
@ATTRIBUTE HoughLines_3x3_12 numeric
@ATTRIBUTE HoughCircles_3x3_12 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_12 numeric
@ATTRIBUTE GravityCenterX_3x3_12 numeric
@ATTRIBUTE GravityCenterY_3x3_12 numeric
@ATTRIBUTE CannyEdges_3x3_12 numeric
@ATTRIBUTE RatioBW_3x3_20 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_20 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_20 numeric
@ATTRIBUTE HoughLines_3x3_20 numeric
@ATTRIBUTE HoughCircles_3x3_20 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_20 numeric
@ATTRIBUTE GravityCenterX_3x3_20 numeric
@ATTRIBUTE GravityCenterY_3x3_20 numeric
@ATTRIBUTE CannyEdges_3x3_20 numeric
@ATTRIBUTE RatioBW_3x3_21 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_21 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_21 numeric
@ATTRIBUTE HoughLines_3x3_21 numeric
@ATTRIBUTE HoughCircles_3x3_21 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_21 numeric
@ATTRIBUTE GravityCenterX_3x3_21 numeric
@ATTRIBUTE GravityCenterY_3x3_21 numeric
@ATTRIBUTE CannyEdges_3x3_21 numeric
@ATTRIBUTE RatioBW_3x3_22 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_22 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_22 numeric
@ATTRIBUTE HoughLines_3x3_22 numeric
@ATTRIBUTE HoughCircles_3x3_22 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_22 numeric
@ATTRIBUTE GravityCenterX_3x3_22 numeric
@ATTRIBUTE GravityCenterY_3x3_22 numeric
@ATTRIBUTE CannyEdges_3x3_22 numeric
@ATTRIBUTE RatioBW_2x2_00 numeric
@ATTRIBUTE NbLinesBlackPixels_2x2_00 numeric
@ATTRIBUTE NbColsBlackPixels_2x2_00 numeric
@ATTRIBUTE HoughLines_2x2_00 numeric
@ATTRIBUTE HoughCircles_2x2_00 numeric
@ATTRIBUTE BoundingBoxNumber_2x2_00 numeric
@ATTRIBUTE GravityCenterX_2x2_00 numeric
@ATTRIBUTE GravityCenterY_2x2_00 numeric
@ATTRIBUTE CannyEdges_2x2_00 numeric
@ATTRIBUTE RatioBW_2x2_01 numeric
@ATTRIBUTE NbLinesBlackPixels_2x2_01 numeric
@ATTRIBUTE NbColsBlackPixels_2x2_01 numeric
@ATTRIBUTE HoughLines_2x2_01 numeric
@ATTRIBUTE HoughCircles_2x2_01 numeric
@ATTRIBUTE BoundingBoxNumber_2x2_01 numeric
@ATTRIBUTE GravityCenterX_2x2_01 numeric
@ATTRIBUTE GravityCenterY_2x2_01 numeric
@ATTRIBUTE CannyEdges_2x2_01 numeric
@ATTRIBUTE RatioBW_2x2_10 numeric
@ATTRIBUTE NbLinesBlackPixels_2x2_10 numeric
@ATTRIBUTE NbColsBlackPixels_2x2_10 numeric
@ATTRIBUTE HoughLines_2x2_10 numeric
@ATTRIBUTE HoughCircles_2x2_10 numeric
@ATTRIBUTE BoundingBoxNumber_2x2_10 numeric
@ATTRIBUTE GravityCenterX_2x2_10 numeric
@ATTRIBUTE GravityCenterY_2x2_10 numeric
@ATTRIBUTE CannyEdges_2x2_10 numeric
@ATTRIBUTE RatioBW_2x2_11 numeric
@ATTRIBUTE NbLinesBlackPixels_2x2_11 numeric
@ATTRIBUTE NbColsBlackPixels_2x2_11 numeric
@ATTRIBUTE HoughLines_2x2_11 numeric
@ATTRIBUTE HoughCircles_2x2_11 numeric
@ATTRIBUTE BoundingBoxNumber_2x2_11 numeric
@ATTRIBUTE GravityCenterX_2x2_11 numeric
@ATTRIBUTE GravityCenterY_2x2_11 numeric
@ATTRIBUTE CannyEdges_2x2_11 numeric

@DATA
Accident, 24.4287, 0.967033, 0.982301, 24, 11, 4, 49.7271, 51.826, 10, 0.80531, 55.1351, 1, 0.756757, 0, 2, 1, 0, 0, 3, 79.8198, 1, 1, 0, 1, 2, 0, 0, 3, 61.8919, 0.8, 1, 0, 1, 1, 0, 0, 5, 28.5586, 0.9, 0.567568, 0, 0, 1, 0, 0, 2, 55.7658, 1, 1, 0, 0, 2, 0, 0, 2, 63.3333, 1, 1, 0, 3, 1, 20.2913, 13.9772, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 15.045, 0.5, 0.513514, 0, 0, 1, 0, 0, 1, 80.991, 1, 1, 0, 4, 2, 16.8716, 15.4794, 4, 72.3413, 1, 0.964286, 0, 4, 2, 0, 0, 3, 76.7857, 1, 1, 1, 6, 2, 35.8044, 29.6714, 3, 8.57143, 0.4, 0.357143, 0, 0, 1, 0, 0, 1, 70.4762, 1, 1, 4, 7, 2, 32.5444, 28.8658, 4
FireBrigade, 20.9569, 0.97561, 0.978417, 31, 12, 4, 69.6796, 51.4694, 6, 0.884892, 66.4899, 1, 1, 0, 2, 2, 0, 0, 4, 72.1633, 1, 0.891304, 0, 0, 1, 0, 0, 6, 51.0074, 1, 0.869565, 0, 2, 2, 0, 0, 5, 53.4464, 0.780488, 1, 0, 2, 2, 32.163, 18.9958, 3, 35.0477, 0.926829, 0.934783, 0, 2, 1, 0, 0, 4, 31.9194, 0.634146, 0.869565, 0, 0, 1, 0, 0, 2, 40.1909, 0.585366, 1, 0, 2, 2, 17.6214, 24.0446, 3, 38.2821, 0.902439, 1, 1, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 77.3343, 1, 1, 1, 4, 3, 46.9676, 34.0595, 1, 63.4355, 1, 1, 4, 5, 4, 30.4892, 28.1654, 2, 47.2084, 0.819672, 1, 2, 3, 3, 40.4788, 23.7912, 3, 19.6009, 0.57377, 0.637681, 1, 1, 2, 0, 0, 1
Car, 26.4263, 0.957895, 0.987654, 12, 17, 5, 75.1631, 49.1962, 9, 0.58642, 50.2389, 1, 0.759259, 0, 2, 2, 0, 0, 3, 29.9283, 1, 0.703704, 0, 0, 2, 0, 0, 2, 77.3596, 1, 1, 0, 4, 1, 0, 0, 5, 50.2987, 0.580645, 1, 1, 0, 1, 18.4367, 16.1564, 2, 4.83871, 0.193548, 0.351852, 0, 0, 1, 0, 0, 0, 75.448, 1, 1, 0, 1, 1, 0, 0, 5, 35.5436, 0.870968, 0.62963, 0, 1, 2, 0, 0, 2, 43.3692, 1, 0.944444, 0, 0, 2, 0, 0, 2, 74.3728, 1, 1, 0, 3, 1, 0, 0, 6, 48.7523, 1, 0.901235, 0, 6, 2, 58.2106, 15.6493, 0, 62.6478, 1, 1, 0, 4, 3, 39.6809, 31.5197, 3, 42.4219, 0.93617, 0.876543, 0, 6, 2, 19.0759, 15.3315, 2, 74.0215, 1, 1, 0, 8, 2, 39.4363, 22.8171, 3
Gas, 21.3903, 0.944785, 0.984252, 11, 10, 3, 60.8963, 68.7356, 6, 1.28346, 39.8589, 0.87037, 1, 0, 2, 2, 15.4488, 27.3756, 4, 50.5732, 1, 1, 0, 3, 2, 0, 0, 4, 47.3104, 1, 0.952381, 1, 1, 2, 25.1465, 34.4035, 3, 33.7743, 0.833333, 0.880952, 0, 0, 2, 0, 0, 2, 59.3033, 1, 1, 0, 3, 2, 0, 0, 4, 45.2822, 0.962963, 0.97619, 0, 3, 2, 0, 0, 2, 38.7566, 1, 0.738095, 0, 0, 2, 11.9813, 18.8636, 2, 55.291, 1, 1, 0, 2, 2, 14.1214, 40.1039, 4, 30.5996, 0.833333, 0.714286, 0, 1, 1, 0, 0, 2, 47.5407, 0.925926, 1, 0, 5, 2, 30.0472, 35.8489, 3, 66.6275, 1, 1, 3, 3, 3, 0, 0, 4, 49.8334, 1, 1, 4, 3, 2, 0, 0, 2, 52.8709, 0.987654, 1, 0, 6, 1, 33.3697, 20.8392, 4
Police, 28.3385, 0.973684, 0.952941, 3, 12, 5, 44.7775, 49.3652, 8, 1.34118, 36.1842, 0.894737, 0.75, 0, 0, 1, 0, 0, 2, 68.703, 1, 1, 0, 2, 1, 0, 0, 5, 3.28947, 0.210526, 0.214286, 0, 0, 1, 0, 0, 0, 86.2782, 1, 1, 0, 4, 1, 0, 0, 4, 82.2368, 1, 1, 0, 3, 1, 0, 0, 7, 80.3571, 1, 1, 0, 1, 1, 0, 0, 4, 31.109, 0.552632, 1, 0, 0, 1, 0, 0, 1, 77.1617, 1, 1, 0, 1, 1, 0, 0, 4, 20.2068, 0.684211, 0.5, 0, 0, 1, 0, 0, 1, 73.3918, 1, 1, 2, 5, 1, 0, 0, 3, 46.533, 1, 1, 0, 3, 1, 0, 0, 1, 67.9198, 0.982456, 1, 0, 1, 1, 0, 0, 2, 57.3099, 1, 0.952381, 1, 1, 1, 0, 0, 2
RoadBlock, 21.6289, 0.981651, 0.981132, 0, 8, 4, 49.9664, 52.4492, 6, 1.0283, 16.2698, 0.5, 0.542857, 0, 0, 1, 0, 0, 2, 68.1746, 1, 1, 0, 2, 2, 20.6851, 13.1724, 3, 56.5079, 1, 1, 0, 1, 1, 0, 0, 2, 44.5238, 0.944444, 1, 0, 1, 2, 17.2481, 17.6512, 2, 46.8254, 0.638889, 1, 0, 0, 2, 0, 0, 2, 44.3651, 0.75, 1, 0, 1, 2, 0, 0, 2, 55.5556, 1, 1, 0, 2, 2, 0, 0, 2, 54.5238, 1, 1, 0, 0, 1, 0, 0, 2, 30.7143, 0.694444, 0.8, 0, 1, 1, 0, 0, 2, 39.6925, 0.851852, 0.943396, 0, 1, 2, 0, 0, 1, 71.4885, 1, 1, 0, 3, 1, 37.4252, 14.5883, 0, 58.3159, 1, 1, 0, 4, 2, 29.13, 17.8115, 2, 53.8085, 1, 1, 0, 3, 2, 28.6265, 14.9084, 0
Electricity, 21.3982, 0.982456, 0.924242, 12, 7, 4, 28.1993, 98.0364, 6, 2.59091, 24.8804, 0.438596, 1, 0, 0, 1, 0, 0, 2, 33.6523, 0.473684, 1, 0, 1, 1, 0, 0, 3, 62.201, 0.736842, 1, 0, 1, 1, 0, 0, 3, 41.0686, 0.789474, 1, 1, 0, 2, 0, 0, 2, 35.8852, 0.631579, 1, 0, 0, 2, 0, 0, 2, 70.8931, 0.947368, 1, 0, 1, 2, 0, 0, 4, 27.6714, 0.508772, 0.909091, 0, 0, 1, 0, 0, 3, 43.4609, 0.578947, 1, 0, 1, 1, 0, 0, 3, 17.4641, 0.491228, 0.772727, 0, 0, 1, 0, 0, 1, 49.2692, 0.776471, 1, 0, 1, 3, 0, 0, 3, 48.5918, 0.682353, 1, 0, 3, 1, 0, 0, 3, 32.1212, 0.670588, 0.969697, 0, 2, 2, 0, 0, 2, 56.0071, 0.917647, 1, 1, 2, 2, 0, 0, 3
Paramedics, 23.8177, 1, 0.982906, 9, 10, 4, 50.2477, 45.9568, 6, 0.897436, 58.1685, 1, 1, 0, 2, 2, 0, 0, 3, 43.5897, 1, 0.615385, 0, 0, 2, 0, 0, 2, 53.2601, 1, 0.794872, 0, 3, 2, 0, 0, 2, 34.652, 0.485714, 1, 0, 0, 1, 0, 0, 1, 53.1868, 0.771429, 0.974359, 0, 2, 2, 15.961, 20.2719, 3, 33.9194, 0.342857, 1, 0, 0, 1, 16.076, 22.9604, 1, 52.6007, 1, 0.948718, 0, 0, 2, 0, 0, 2, 42.4908, 1, 0.615385, 0, 1, 1, 0, 0, 2, 59.2674, 1, 1, 0, 4, 1, 0, 0, 2, 61.1074, 1, 1, 0, 3, 1, 0, 0, 3, 50.8621, 1, 0.913793, 0, 3, 1, 0, 0, 1, 61.008, 1, 1, 0, 3, 2, 11.2228, 37.3843, 3, 51.4589, 1, 1, 1, 5, 1, 0, 0, 0
Accident, 23.1571, 0.980769, 0.981481, 23, 10, 3, 46.4972, 53.1947, 8, 0.962963, 38.0719, 1, 0.555556, 0, 0, 1, 0, 0, 2, 65.1961, 1, 0.972222, 0, 0, 2, 0, 0, 3, 46.8137, 0.764706, 1, 0, 2, 1, 0, 0, 3, 42.1569, 1, 0.694444, 0, 0, 1, 0, 0, 2, 65.6863, 1, 1, 0, 1, 2, 0, 0, 3, 51.634, 0.941176, 1, 0, 1, 1, 11.5688, 21.692, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 11.9281, 0.5, 0.416667, 0, 0, 1, 0, 0, 1, 70.2614, 1, 1, 0, 4, 2, 0, 0, 3, 64.1026, 1, 0.87037, 1, 3, 2, 0, 0, 2, 70.8333, 1, 1, 1, 2, 2, 11.0869, 15.4873, 1, 13.6396, 0.615385, 0.388889, 0, 1, 1, 0, 0, 2, 62.6068, 1, 1, 7, 4, 2, 32.2268, 37.1655, 2
FireBrigade, 20.2678, 0.965517, 0.978723, 27, 10, 4, 62.9372, 46.0752, 9, 0.822695, 62.8779, 1, 1, 0, 4, 2, 0, 0, 5, 68.3091, 1, 0.787234, 0, 3, 1, 0, 0, 4, 68.3091, 1, 1, 0, 1, 2, 0, 0, 5, 51.6237, 0.736842, 1, 0, 0, 2, 25.4024, 25.1541, 3, 36.7301, 0.815789, 1, 0, 1, 2, 0, 0, 2, 17.8611, 0.5, 0.617021, 0, 0, 1, 0, 0, 2, 35.8903, 0.473684, 1, 0, 0, 1, 0, 0, 1, 37.9619, 0.736842, 1, 1, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 70.2956, 1, 1, 1, 9, 3, 37.9179, 30.824, 0, 65.8374, 1, 1, 3, 8, 3, 0, 0, 2, 49.5813, 0.758621, 1, 4, 5, 3, 46.5244, 38.7785, 3, 13.6946, 0.413793, 0.585714, 0, 2, 1, 0, 0, 0
RoadBlock, 22.1863, 0.971429, 0.982609, 2, 10, 5, 47.9083, 58.2204, 7, 0.913043, 32.3308, 0.828571, 0.710526, 0, 0, 2, 0, 0, 2, 59.2481, 1, 1, 0, 2, 2, 14.0347, 20.3204, 4, 63.0075, 1, 1, 0, 1, 2, 0, 0, 2, 41.9549, 0.628571, 1, 0, 2, 1, 0, 0, 3, 43.609, 0.485714, 1, 0, 1, 1, 22.6196, 18.4848, 2, 49.9248, 0.914286, 1, 0, 0, 2, 18.6332, 17.1522, 2, 53.0827, 0.914286, 1, 0, 0, 2, 0, 0, 2, 48.7218, 1, 1, 0, 2, 2, 20.6567, 20.2908, 2, 25.7895, 0.657143, 0.684211, 0, 0, 1, 0, 0, 2, 42.274, 1, 1, 0, 3, 2, 0, 0, 1, 75.3036, 1, 1, 0, 3, 1, 0, 0, 2, 47.4022, 1, 1, 0, 3, 2, 20.6926, 17.6494, 3, 59.3455, 1, 1, 1, 1, 2, 0, 0, 0
Police, 19.3123, 0.97351, 0.976923, 21, 12, 5, 59.6065, 68.6399, 7, 1.16154, 37.4884, 1, 0.767442, 0, 1, 2, 0, 0, 2, 49.2093, 1, 1, 1, 5, 2, 0, 0, 3, 7.86047, 0.26, 0.44186, 0, 0, 1, 0, 0, 1, 46.0465, 1, 1, 0, 3, 2, 0, 0, 2, 63.3023, 1, 1, 0, 4, 2, 13.498, 14.9663, 5, 40.5116, 1, 1, 0, 3, 2, 0, 0, 2, 11.2093, 0.3, 0.581395, 0, 0, 1, 0, 0, 2, 53.4884, 1, 1, 0, 4, 2, 0, 0, 6, 42.2791, 1, 0.744186, 0, 2, 2, 0, 0, 3, 55.5487, 1, 1, 5, 6, 3, 33.1183, 37.2271, 4, 37.7641, 0.68, 1, 4, 2, 2, 33.7343, 33.1644, 1, 44.2872, 0.746667, 1, 7, 5, 2, 0, 0, 2, 48.5949, 1, 0.984615, 4, 5, 3, 22.8158, 42.1033, 3
Car, 19.8453, 0.954545, 0.978723, 26, 14, 5, 88.752, 57.7753, 9, 0.585106, 27.1953, 0.805556, 0.596774, 0, 1, 2, 0, 0, 2, 33.1989, 1, 0.709677, 2, 0, 2, 0, 0, 2, 61.1111, 1, 1, 0, 3, 2, 20.0359, 15.1605, 7, 40.7706, 0.472222, 1, 3, 0, 1, 0, 0, 2, 0.0448029, 0, 0, 0, 0, 1, 0, 0, 0, 64.6057, 1, 1, 0, 4, 1, 15.9475, 18.4127, 4, 50.1792, 1, 0.903226, 0, 2, 2, 22.556, 11.8635, 3, 29.3459, 1, 0.387097, 0, 1, 1, 0, 0, 2, 61.1559, 1, 1, 0, 2, 1, 0, 0, 4, 35.2611, 0.909091, 0.904255, 2, 2, 2, 61.4296, 21.1728, 1, 54.178, 1, 1, 1, 7, 3, 40.8351, 25.9061, 3, 44.5261, 1, 0.978723, 3, 4, 2, 51.1417, 19.2204, 2, 56.8472, 0.963636, 1, 1, 6, 3, 36.5989, 21.4003, 2
Gas, 21.43, 0.974359, 0.953846, 29, 11, 5, 66.7532, 76.8033, 6, 1.2, 46.6011, 1, 1, 0, 4, 2, 14.8767, 19.8881, 6, 52.3256, 1, 1, 0, 2, 2, 0, 0, 5, 39.8032, 1, 0.860465, 3, 1, 2, 0, 0, 2, 37.7907, 0.942308, 0.930233, 1, 1, 2, 0, 0, 4, 59.034, 1, 1, 0, 1, 2, 0, 0, 4, 64.1771, 1, 1, 0, 2, 1, 13.7338, 18.5133, 3, 32.8712, 0.903846, 0.813953, 3, 1, 2, 17.2444, 26.248, 2, 48.39, 1, 1, 0, 3, 2, 0, 0, 4, 28.8014, 0.980769, 0.488372, 0, 1, 1, 0, 0, 4, 55.9369, 1, 1, 11, 7, 3, 0, 0, 4, 58.5996, 1, 1, 8, 7, 2, 0, 0, 5, 43.7673, 0.974359, 1, 7, 6, 2, 0, 0, 0, 62.0907, 1, 1, 2, 8, 2, 32.3557, 34.2065, 3
Paramedics, 27.509, 0.972222, 0.983871, 21, 9, 3, 57.0218, 46.9083, 8, 0.870968, 55.8266, 0.916667, 1, 0, 2, 2, 0, 0, 3, 63.1436, 1, 1, 0, 0, 2, 27.5136, 18.6108, 3, 60.3659, 1, 1, 0, 3, 1, 0, 0, 3, 41.1924, 0.555556, 1, 0, 0, 1, 0, 0, 1, 68.2927, 1, 1, 0, 2, 2, 0, 0, 6, 53.523, 0.833333, 1, 0, 0, 2, 0, 0, 3, 51.355, 1, 0.926829, 0, 2, 2, 19.2297, 21.481, 2, 49.729, 1, 0.731707, 0, 0, 1, 0, 0, 3, 58.4011, 1, 1, 0, 2, 1, 0, 0, 3, 69.6834, 1, 1, 1, 4, 1, 0, 0, 0, 77.0311, 1, 1, 2, 5, 1, 0, 0, 1, 57.945, 1, 0.983871, 0, 3, 2, 39.032, 22.4139, 1, 56.1828, 1, 1, 2, 3, 1, 45.5967, 21.746, 1
Accident, 21.5067, 0.972727, 0.962963, 21, 9, 4, 47.2073, 62.0872, 9, 1.01852, 40.6636, 1, 0.583333, 0, 0, 1, 0, 0, 2, 62.1914, 1, 1, 0, 1, 2, 0, 0, 3, 44.9846, 0.694444, 1, 0, 1, 2, 0, 0, 4, 39.6605, 1, 0.638889, 0, 0, 1, 0, 0, 2, 72.6852, 1, 1, 0, 1, 2, 0, 0, 4, 59.6451, 0.972222, 1, 0, 2, 2, 14.4823, 22.0696, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 13.1173, 0.5, 0.444444, 0, 0, 1, 0, 0, 1, 75.9259, 1, 1, 0, 1, 2, 0, 0, 5, 68.8215, 1, 0.925926, 1, 5, 2, 0, 0, 5, 65.3535, 0.927273, 1, 0, 2, 2, 0, 0, 0, 11.9865, 0.545455, 0.388889, 0, 2, 1, 0, 0, 2, 67.9125, 1, 1, 4, 6, 2, 22.1367, 26.1781, 3
FireBrigade, 27.3367, 0.958333, 0.963964, 10, 9, 4, 50.1579, 38.7165, 6, 0.864865, 83.4459, 1, 1, 0, 2, 1, 0, 0, 4, 93.3277, 1, 1, 0, 2, 0, 11.8379, 18.0589, 4, 83.1926, 1, 1, 0, 2, 0, 0, 0, 3, 64.1047, 0.84375, 1, 0, 0, 1, 0, 0, 3, 40.5405, 1, 1, 0, 0, 1, 0, 0, 2, 36.7399, 0.6875, 1, 0, 0, 1, 0, 0, 2, 35.473, 0.5, 1, 0, 0, 1, 0, 0, 2, 60.2196, 1, 1, 0, 2, 2, 0, 0, 3, 0.506757, 0.0625, 0.0540541, 0, 0, 1, 0, 0, 0, 92.5379, 1, 1, 0, 4, 1, 23.6908, 29.6341, 1, 81.3636, 1, 1, 0, 2, 2, 24.2961, 13.4923, 3, 50.8333, 0.8125, 1, 0, 3, 2, 0, 0, 3, 32.1591, 0.604167, 1, 1, 0, 1, 0, 0, 0
Police, 19.4073, 0.972414, 0.9375, 19, 10, 6, 67.4573, 75.8302, 8, 1.13281, 23.3631, 0.729167, 0.547619, 0, 1, 1, 0, 0, 2, 53.2242, 1, 1, 0, 6, 3, 0, 0, 6, 22.0238, 0.645833, 0.595238, 0, 0, 1, 0, 0, 2, 62.6488, 1, 1, 1, 3, 2, 0, 0, 5, 66.2202, 1, 1, 0, 4, 2, 0, 0, 5, 53.4226, 0.979167, 1, 0, 4, 3, 0, 0, 3, 5.80357, 0.25, 0.333333, 0, 0, 1, 0, 0, 1, 57.9365, 1, 1, 0, 5, 3, 0, 0, 5, 16.2698, 0.5, 0.547619, 0, 0, 1, 0, 0, 2, 57.4436, 1, 1, 6, 7, 3, 45.1717, 47.8578, 3, 47.2222, 1, 1, 4, 5, 2, 46.2745, 41.7039, 2, 43.1641, 0.888889, 1, 6, 4, 1, 24.289, 38.5477, 2, 39.1059, 1, 1, 7, 5, 2, 0, 0, 2
Electricity, 16.5736, 0.98324, 0.946667, 9, 6, 3, 39.1145, 92.1661, 4, 2.38667, 7.25424, 0.271186, 0.4, 0, 0, 1, 0, 0, 1, 15.7288, 0.305085, 0.56, 0, 0, 1, 0, 0, 2, 68.2034, 0.779661, 1, 0, 3, 1, 12.4149, 42.9261, 4, 44.2034, 0.898305, 1, 1, 0, 2, 0, 0, 2, 34.8475, 0.59322, 1, 0, 0, 1, 0, 0, 3, 49.6271, 0.847458, 1, 0, 0, 2, 0, 0, 3, 22.3729, 0.508475, 0.68, 0, 2, 1, 0, 0, 2, 67.1864, 1, 1, 0, 1, 2, 0, 0, 3, 2.0339, 0.118644, 0.2, 0, 0, 1, 0, 0, 0, 30.9748, 0.640449, 0.72973, 0, 1, 1, 0, 0, 1, 49.9241, 0.674157, 1, 0, 2, 2, 0, 0, 5, 52.0498, 0.94382, 1, 0, 3, 3, 20.2251, 16.9935, 4, 32.1591, 0.797753, 1, 1, 1, 2, 0, 0, 0
Car, 26.2635, 0.968421, 0.981366, 18, 14, 5, 78.3477, 45.4869, 9, 0.590062, 39.8052, 0.806452, 0.716981, 0, 1, 2, 0, 0, 2, 38.2228, 1, 1, 1, 0, 2, 0, 0, 2, 71.2721, 1, 1, 0, 2, 1, 0, 0, 6, 48.9957, 0.580645, 1, 1, 0, 2, 0, 0, 2, 12.2946, 0.16129, 1, 1, 0, 1, 0, 0, 0, 78.028, 1, 1, 0, 4, 1, 0, 0, 3, 65.1248, 1, 1, 0, 1, 1, 18.6679, 12.777, 4, 38.6488, 1, 1, 1, 0, 1, 0, 0, 2, 66.5855, 1, 1, 1, 2, 1, 0, 0, 4, 44.4681, 0.893617, 0.925, 0, 4, 2, 0, 0, 0, 71.7021, 1, 1, 3, 6, 3, 31.5988, 17.3514, 1, 54.2287, 1, 1, 0, 6, 1, 18.4895, 17.7747, 2, 68.2181, 1, 1, 3, 7, 3, 0, 0, 3
Gas, 20.552, 0.977401, 0.97541, 18, 8, 5, 59.9487, 87.1737, 7, 1.45082, 30.2119, 1, 0.425, 0, 0, 1, 0, 0, 2, 39.7881, 0.745763, 1, 0, 3, 2, 23.2492, 41.5592, 3, 61.3983, 1, 1, 0, 0, 2, 20.0264, 33.8557, 3, 46.6525, 0.932203, 0.875, 0, 0, 3, 0, 0, 3, 70, 1, 1, 0, 3, 1, 18.5292, 47.1479, 6, 26.017, 0.779661, 0.625, 0, 1, 1, 0, 0, 3, 39.6186, 1, 0.775, 2, 0, 2, 0, 0, 2, 46.4831, 1, 1, 0, 2, 1, 0, 0, 3, 31.5678, 0.779661, 0.775, 0, 3, 1, 0, 0, 3, 47.2429, 1, 0.655738, 0, 5, 1, 39.2438, 52.5837, 1, 68.4985, 1, 1, 0, 5, 4, 31.2406, 33.8456, 3, 49.7206, 1, 1, 7, 3, 2, 0, 0, 0, 47.038, 0.875, 1, 0, 4, 2, 25.5564, 55.5263, 0
