@RELATION imagette

@ATTRIBUTE label {Accident, Bomb, Car, Casualty, Electricity, Fire, FireBrigade, Flood, Gas, Injury, Paramedics, Person, Police, RoadBlock}
@ATTRIBUTE RatioBW_Global numeric
@ATTRIBUTE NbLinesBlackPixels_Global numeric
@ATTRIBUTE NbColsBlackPixels_Global numeric
@ATTRIBUTE HoughLines_Global numeric
@ATTRIBUTE HoughCircles_Global numeric
@ATTRIBUTE BoundingBoxNumber_Global numeric
@ATTRIBUTE GravityCenterX_Global numeric
@ATTRIBUTE GravityCenterY_Global numeric
@ATTRIBUTE CannyEdges_Global numeric
@ATTRIBUTE HWRatio_Global numeric
@ATTRIBUTE RatioBW_3x3_00 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_00 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_00 numeric
@ATTRIBUTE HoughLines_3x3_00 numeric
@ATTRIBUTE HoughCircles_3x3_00 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_00 numeric
@ATTRIBUTE GravityCenterX_3x3_00 numeric
@ATTRIBUTE GravityCenterY_3x3_00 numeric
@ATTRIBUTE CannyEdges_3x3_00 numeric
@ATTRIBUTE RatioBW_3x3_01 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_01 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_01 numeric
@ATTRIBUTE HoughLines_3x3_01 numeric
@ATTRIBUTE HoughCircles_3x3_01 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_01 numeric
@ATTRIBUTE GravityCenterX_3x3_01 numeric
@ATTRIBUTE GravityCenterY_3x3_01 numeric
@ATTRIBUTE CannyEdges_3x3_01 numeric
@ATTRIBUTE RatioBW_3x3_02 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_02 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_02 numeric
@ATTRIBUTE HoughLines_3x3_02 numeric
@ATTRIBUTE HoughCircles_3x3_02 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_02 numeric
@ATTRIBUTE GravityCenterX_3x3_02 numeric
@ATTRIBUTE GravityCenterY_3x3_02 numeric
@ATTRIBUTE CannyEdges_3x3_02 numeric
@ATTRIBUTE RatioBW_3x3_10 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_10 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_10 numeric
@ATTRIBUTE HoughLines_3x3_10 numeric
@ATTRIBUTE HoughCircles_3x3_10 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_10 numeric
@ATTRIBUTE GravityCenterX_3x3_10 numeric
@ATTRIBUTE GravityCenterY_3x3_10 numeric
@ATTRIBUTE CannyEdges_3x3_10 numeric
@ATTRIBUTE RatioBW_3x3_11 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_11 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_11 numeric
@ATTRIBUTE HoughLines_3x3_11 numeric
@ATTRIBUTE HoughCircles_3x3_11 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_11 numeric
@ATTRIBUTE GravityCenterX_3x3_11 numeric
@ATTRIBUTE GravityCenterY_3x3_11 numeric
@ATTRIBUTE CannyEdges_3x3_11 numeric
@ATTRIBUTE RatioBW_3x3_12 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_12 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_12 numeric
@ATTRIBUTE HoughLines_3x3_12 numeric
@ATTRIBUTE HoughCircles_3x3_12 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_12 numeric
@ATTRIBUTE GravityCenterX_3x3_12 numeric
@ATTRIBUTE GravityCenterY_3x3_12 numeric
@ATTRIBUTE CannyEdges_3x3_12 numeric
@ATTRIBUTE RatioBW_3x3_20 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_20 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_20 numeric
@ATTRIBUTE HoughLines_3x3_20 numeric
@ATTRIBUTE HoughCircles_3x3_20 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_20 numeric
@ATTRIBUTE GravityCenterX_3x3_20 numeric
@ATTRIBUTE GravityCenterY_3x3_20 numeric
@ATTRIBUTE CannyEdges_3x3_20 numeric
@ATTRIBUTE RatioBW_3x3_21 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_21 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_21 numeric
@ATTRIBUTE HoughLines_3x3_21 numeric
@ATTRIBUTE HoughCircles_3x3_21 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_21 numeric
@ATTRIBUTE GravityCenterX_3x3_21 numeric
@ATTRIBUTE GravityCenterY_3x3_21 numeric
@ATTRIBUTE CannyEdges_3x3_21 numeric
@ATTRIBUTE RatioBW_3x3_22 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_22 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_22 numeric
@ATTRIBUTE HoughLines_3x3_22 numeric
@ATTRIBUTE HoughCircles_3x3_22 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_22 numeric
@ATTRIBUTE GravityCenterX_3x3_22 numeric
@ATTRIBUTE GravityCenterY_3x3_22 numeric
@ATTRIBUTE CannyEdges_3x3_22 numeric
@ATTRIBUTE RatioBW_2x2_00 numeric
@ATTRIBUTE NbLinesBlackPixels_2x2_00 numeric
@ATTRIBUTE NbColsBlackPixels_2x2_00 numeric
@ATTRIBUTE HoughLines_2x2_00 numeric
@ATTRIBUTE HoughCircles_2x2_00 numeric
@ATTRIBUTE BoundingBoxNumber_2x2_00 numeric
@ATTRIBUTE GravityCenterX_2x2_00 numeric
@ATTRIBUTE GravityCenterY_2x2_00 numeric
@ATTRIBUTE CannyEdges_2x2_00 numeric
@ATTRIBUTE RatioBW_2x2_01 numeric
@ATTRIBUTE NbLinesBlackPixels_2x2_01 numeric
@ATTRIBUTE NbColsBlackPixels_2x2_01 numeric
@ATTRIBUTE HoughLines_2x2_01 numeric
@ATTRIBUTE HoughCircles_2x2_01 numeric
@ATTRIBUTE BoundingBoxNumber_2x2_01 numeric
@ATTRIBUTE GravityCenterX_2x2_01 numeric
@ATTRIBUTE GravityCenterY_2x2_01 numeric
@ATTRIBUTE CannyEdges_2x2_01 numeric
@ATTRIBUTE RatioBW_2x2_10 numeric
@ATTRIBUTE NbLinesBlackPixels_2x2_10 numeric
@ATTRIBUTE NbColsBlackPixels_2x2_10 numeric
@ATTRIBUTE HoughLines_2x2_10 numeric
@ATTRIBUTE HoughCircles_2x2_10 numeric
@ATTRIBUTE BoundingBoxNumber_2x2_10 numeric
@ATTRIBUTE GravityCenterX_2x2_10 numeric
@ATTRIBUTE GravityCenterY_2x2_10 numeric
@ATTRIBUTE CannyEdges_2x2_10 numeric
@ATTRIBUTE RatioBW_2x2_11 numeric
@ATTRIBUTE NbLinesBlackPixels_2x2_11 numeric
@ATTRIBUTE NbColsBlackPixels_2x2_11 numeric
@ATTRIBUTE HoughLines_2x2_11 numeric
@ATTRIBUTE HoughCircles_2x2_11 numeric
@ATTRIBUTE BoundingBoxNumber_2x2_11 numeric
@ATTRIBUTE GravityCenterX_2x2_11 numeric
@ATTRIBUTE GravityCenterY_2x2_11 numeric
@ATTRIBUTE CannyEdges_2x2_11 numeric

@DATA
FireBrigade, 31.203, 0.959184, 0.964912, 8, 9, 4, 55.0532, 45.9031, 3, 0.859649, 80.8388, 1, 1, 0, 2, 1, 0, 0, 4, 98.1086, 1, 1, 0, 0, 0, 0, 0, 4, 87.4178, 1, 1, 0, 1, 0, 0, 0, 4, 63.9803, 0.8125, 1, 0, 0, 1, 0, 0, 5, 42.6809, 1, 1, 0, 0, 1, 0, 0, 3, 46.2993, 0.8125, 1, 0, 3, 1, 14.0354, 14.7264, 2, 31.9901, 0.46875, 0.947368, 0, 0, 1, 0, 0, 2, 69.5724, 1, 1, 0, 2, 2, 0, 0, 2, 2.63158, 0.1875, 0.184211, 0, 0, 1, 0, 0, 0, 91.2997, 1, 1, 0, 3, 1, 36.9922, 21.449, 2, 83.7809, 1, 1, 0, 4, 2, 26.0571, 14.6163, 1, 51.3784, 0.795918, 1, 0, 2, 2, 0, 0, 1, 34.2642, 0.632653, 1, 1, 3, 1, 20.1472, 14.9548, 2
Gas, 24.6785, 0.972067, 0.97619, 10, 9, 7, 60.8605, 82.9313, 6, 1.42063, 33.6562, 1, 0.47619, 0, 1, 1, 26.4876, 23.7946, 1, 44.7135, 0.881356, 1, 0, 3, 2, 20.0541, 32.6872, 5, 68.9266, 1, 1, 1, 2, 2, 0, 0, 3, 47.4173, 0.898305, 0.809524, 0, 2, 1, 22.7531, 31.5033, 3, 76.4326, 1, 1, 0, 4, 1, 0, 0, 5, 32.0823, 0.813559, 0.619048, 0, 2, 1, 0, 0, 5, 43.7853, 1, 0.761905, 0, 2, 2, 23.3695, 30.4224, 1, 53.8337, 1, 1, 0, 1, 1, 23.0987, 15.3131, 3, 29.1768, 0.813559, 0.809524, 0, 4, 1, 0, 0, 3, 51.3644, 1, 0.68254, 1, 5, 1, 35.26, 50.8046, 4, 71.8744, 1, 1, 2, 5, 3, 35.5096, 44.0373, 2, 53.5759, 1, 1, 4, 2, 2, 37.2155, 46.3938, 3, 50.7937, 0.876405, 1, 0, 6, 2, 26.6868, 46.1951, 2
Car, 29.5251, 0.939394, 0.987578, 15, 11, 5, 77.2007, 51.8028, 8, 0.614907, 41.2807, 0.848485, 0.754717, 0, 0, 2, 0, 0, 2, 51.1149, 1, 1, 0, 2, 2, 0, 0, 4, 64.6655, 1, 1, 1, 1, 1, 0, 0, 3, 48.3705, 0.575758, 1, 1, 0, 1, 37.3285, 16.9931, 2, 24.6998, 0.272727, 1, 0, 0, 1, 0, 0, 1, 68.8965, 1, 1, 0, 2, 1, 12.9835, 17.8849, 3, 67.3528, 1, 1, 0, 2, 1, 22.5101, 14.3863, 4, 49.7427, 1, 1, 0, 1, 1, 0, 0, 2, 61.0635, 1, 1, 0, 1, 1, 0, 0, 4, 45.6378, 0.918367, 0.95, 0, 3, 2, 0, 0, 0, 73.3929, 1, 1, 0, 5, 2, 47.6893, 22.9771, 1, 55.8418, 1, 1, 1, 6, 1, 25.71, 16.2678, 0, 71.6071, 1, 1, 1, 2, 2, 0, 0, 1
Electricity, 5.75706, 0.469298, 0.321739, 4, 10, 0, 119.166, 136.458, 2, 0.991304, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1.48892, 0.184211, 0.0526316, 0, 0, 1, 0, 0, 0, 11.8248, 0.460526, 0.394737, 0, 2, 1, 48.2461, 55.2662, 2, 41.3781, 1, 0.842105, 0, 6, 2, 38.8305, 33.395, 7, 40.2008, 1, 0.894737, 1, 7, 2, 39.4792, 34.727, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.865651, 0, 0.0394737, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5.82761, 0.333333, 0.234783, 0, 4, 0, 99.1502, 94.696, 2, 18.1846, 0.649123, 0.391304, 0, 8, 0, 84.6016, 85.1765, 4, 10.389, 0.561404, 0.278261, 0, 2, 0, 16.9605, 73.2111, 2, 15.2479, 0.692982, 0.365217, 0, 4, 1, 26.945, 37.4767, 3
Police, 23.0001, 0.979452, 0.931298, 4, 12, 6, 68.2848, 71.0318, 4, 1.1145, 25.3876, 0.770833, 0.55814, 0, 1, 1, 0, 0, 2, 56.8798, 1, 1, 0, 3, 3, 0, 0, 4, 25.7752, 0.708333, 0.627907, 0, 2, 1, 0, 0, 2, 64.6802, 1, 1, 0, 3, 2, 24.462, 14.7178, 4, 71.0756, 1, 1, 0, 5, 2, 0, 0, 4, 58.6725, 1, 1, 0, 2, 2, 0, 0, 3, 5.28101, 0.1875, 0.325581, 0, 0, 1, 0, 0, 1, 61.6764, 1, 1, 0, 4, 3, 0, 0, 4, 16.3275, 0.479167, 0.534884, 0, 1, 1, 0, 0, 1, 59.8103, 1, 1, 4, 7, 2, 44.336, 49.9665, 4, 50.1581, 1, 1, 3, 4, 2, 37.7309, 32.8504, 2, 43.7935, 0.863014, 1, 1, 5, 1, 31.22, 46.5083, 3, 41.7914, 0.972603, 1, 4, 6, 2, 27.6181, 28.1923, 2
Gas, 23.802, 0.963768, 0.978102, 10, 14, 5, 66.3527, 68.3923, 4, 1.0073, 59.2754, 1, 1, 1, 7, 2, 27.3993, 21.0862, 4, 41.6425, 0.978261, 1, 0, 3, 2, 16.712, 31.0488, 4, 51.256, 1, 1, 0, 3, 2, 20.4168, 19.1423, 3, 40.2415, 0.826087, 1, 0, 3, 1, 0, 0, 4, 70.8213, 1, 1, 0, 4, 2, 20.9908, 30.0086, 5, 51.256, 1, 1, 1, 4, 2, 27.793, 27.5428, 2, 33.6232, 0.76087, 1, 0, 4, 2, 18.4037, 27.343, 2, 54.1546, 1, 1, 0, 3, 2, 0, 0, 4, 44.2029, 0.956522, 0.977778, 0, 2, 2, 19.9871, 18.0246, 2, 59.2924, 1, 1, 6, 10, 2, 34.8773, 22.2693, 3, 69.6292, 1, 1, 0, 7, 4, 28.5437, 43.2415, 4, 49.1262, 0.913043, 1, 5, 7, 1, 43.3151, 34.167, 4, 60.3367, 1, 1, 0, 8, 2, 31.3416, 28.4498, 4
Paramedics, 32.0746, 0.978102, 0.975207, 28, 8, 4, 62.0555, 72.7305, 6, 1.13223, 56.5, 1, 1, 0, 4, 2, 24.8969, 12.7457, 3, 64.7222, 1, 1, 0, 1, 2, 22.7075, 21.0151, 4, 47.6111, 1, 1, 0, 2, 2, 23.1354, 30.6339, 3, 61.4444, 1, 1, 0, 2, 2, 14.0803, 24.3289, 2, 64.9444, 1, 1, 0, 3, 3, 0, 0, 6, 65.9444, 1, 1, 0, 1, 1, 20.9724, 23.3987, 4, 57.3889, 1, 1, 0, 2, 1, 0, 0, 2, 45.7222, 1, 0.725, 0, 0, 2, 18.9635, 26.1115, 2, 51.2222, 1, 0.775, 0, 3, 2, 0, 0, 2, 73.5294, 1, 1, 4, 2, 1, 15.3435, 43.2244, 0, 70.2451, 1, 1, 3, 4, 1, 0, 0, 0, 58.7255, 1, 1, 1, 5, 1, 0, 0, 1, 61.0294, 1, 0.933333, 4, 2, 2, 37.3986, 23.1107, 0
Electricity, 18.8002, 0.984375, 0.927711, 6, 6, 2, 45.8053, 107.869, 3, 2.31325, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.520833, 0, 0.037037, 0, 0, 1, 0, 0, 0, 66.0301, 0.75, 1, 0, 2, 1, 0, 0, 2, 16.2616, 0.484375, 0.592593, 0, 0, 1, 0, 0, 1, 57.0023, 0.9375, 1, 0, 1, 1, 0, 0, 4, 67.1296, 0.953125, 1, 0, 2, 3, 0, 0, 2, 54.456, 1, 1, 0, 1, 2, 0, 0, 2, 52.4884, 1, 0.777778, 0, 1, 1, 0, 0, 2, 0.578704, 0.0625, 0.0740741, 0, 0, 1, 0, 0, 0, 12.2205, 0.395833, 0.414634, 0, 0, 1, 0, 0, 1, 52.5915, 0.739583, 1, 0, 3, 1, 17.156, 72.86, 3, 61.7124, 1, 1, 2, 2, 2, 18.2379, 26.9009, 3, 33.9431, 0.895833, 0.756098, 1, 1, 1, 17.5749, 20.846, 3
Accident, 24.3115, 0.982659, 0.921569, 21, 8, 4, 49.5077, 76.6988, 6, 1.69608, 35.6037, 0.807018, 0.647059, 0, 0, 1, 18.9134, 37.0532, 3, 55.9856, 1, 0.794118, 0, 0, 2, 0, 0, 2, 54.2828, 1, 1, 0, 0, 2, 15.2286, 20.358, 4, 51.3932, 0.877193, 1, 0, 1, 1, 0, 0, 3, 48.71, 1, 0.647059, 0, 0, 2, 17.7941, 20.6775, 1, 43.0341, 0.684211, 1, 0, 1, 2, 0, 0, 3, 24.2002, 0.754386, 0.5, 0, 1, 1, 0, 0, 3, 52.0124, 1, 0.823529, 0, 0, 2, 14.5111, 23.2436, 2, 60.2683, 1, 1, 0, 2, 1, 17.5924, 33.7489, 3, 57.5239, 1, 0.901961, 4, 3, 2, 24.3684, 48.0232, 3, 61.9471, 1, 1, 3, 4, 1, 10.8944, 20.5014, 1, 43.73, 1, 0.823529, 0, 2, 2, 20.6419, 52.5123, 2, 64.5691, 1, 1, 5, 3, 2, 33.2276, 49.2701, 0
RoadBlock, 24.1014, 0.980132, 0.965812, 3, 9, 5, 56.3354, 81.6647, 5, 1.2906, 36.4615, 0.84, 0.846154, 0, 1, 2, 22.7116, 35.2144, 2, 58.4103, 1, 1, 0, 1, 2, 16.2072, 26.4979, 4, 54.6667, 1, 1, 0, 2, 2, 14.6476, 25.9333, 2, 53.6923, 0.72, 1, 0, 3, 1, 0, 0, 2, 38.7692, 0.42, 1, 0, 0, 1, 17.2052, 29.7058, 2, 34.8718, 0.6, 1, 0, 3, 2, 23.0531, 32.2444, 2, 50.5641, 1, 1, 0, 2, 2, 21.5072, 27.0916, 2, 57.4359, 1, 1, 0, 2, 1, 0, 0, 4, 36.2564, 0.78, 0.871795, 0, 1, 2, 13.7753, 26.186, 2, 42.7586, 1, 1, 0, 4, 2, 32.5929, 36.2106, 1, 65.5862, 1, 1, 0, 4, 2, 26.5192, 52.5658, 3, 51.8851, 1, 1, 0, 4, 2, 41.4358, 27.1174, 0, 61.2874, 1, 1, 0, 4, 2, 25.2413, 40.2625, 2
FireBrigade, 25.9376, 0.95302, 0.966387, 18, 12, 4, 54.582, 71.4963, 4, 1.2521, 72.2658, 1, 1, 0, 4, 2, 18.0568, 17.3081, 4, 88.0691, 1, 1, 0, 3, 0, 21.1528, 19.5967, 3, 76.0858, 1, 1, 0, 4, 1, 18.4291, 33.1206, 6, 53.5845, 0.77551, 1, 0, 2, 1, 14.5585, 21.9395, 3, 33.5426, 1, 1, 0, 0, 1, 0, 0, 4, 44.584, 0.816327, 1, 1, 2, 2, 20.1491, 22.4864, 2, 9.73312, 0.244898, 0.564103, 0, 1, 1, 0, 0, 1, 63.056, 1, 1, 0, 2, 3, 0, 0, 5, 8.42491, 0.285714, 0.435897, 0, 0, 1, 0, 0, 1, 82.066, 1, 1, 3, 5, 2, 21.2998, 41.8858, 3, 76.1567, 1, 1, 0, 5, 2, 30.088, 43.9658, 2, 36.3949, 0.716216, 1, 2, 5, 2, 22.6245, 42.688, 2, 32.0431, 0.702703, 1, 1, 4, 2, 23.039, 16.2502, 2
Gas, 28.4753, 0.958042, 0.962617, 2, 10, 6, 52.1287, 74.779, 7, 1.33645, 60.3647, 1, 0.971429, 0, 3, 2, 0, 0, 2, 54.6505, 1, 1, 0, 2, 2, 0, 0, 4, 67.1733, 1, 1, 0, 2, 2, 0, 0, 4, 49.0578, 0.787234, 1, 0, 4, 1, 0, 0, 3, 71.003, 1, 1, 0, 4, 2, 0, 0, 4, 51.1854, 1, 0.942857, 0, 3, 2, 15.3372, 27.6033, 2, 31.003, 0.765957, 0.8, 0, 2, 1, 0, 0, 2, 67.3556, 1, 1, 0, 1, 1, 0, 0, 3, 57.4468, 1, 1, 0, 4, 2, 14.9454, 12.3211, 3, 69.8379, 1, 1, 0, 5, 2, 29.1309, 20.5593, 3, 78.0229, 1, 1, 0, 4, 3, 31.1343, 40.9348, 4, 56.4443, 0.887324, 1, 3, 6, 2, 0, 0, 2, 62.2376, 1, 1, 0, 6, 2, 24.8257, 39.1307, 4
Accident, 41.0238, 0.821918, 0.894737, 1, 0, 2, 0, 0, 1, 3.84211, 85.4167, 0.875, 1, 0, 0, 0, 0, 0, 0, 100, 1, 1, 0, 0, 0, 0, 0, 0, 86.8056, 0.958333, 1, 0, 0, 0, 0, 0, 0, 84.7222, 0.875, 1, 0, 0, 0, 0, 0, 1, 100, 1, 1, 0, 0, 0, 0, 0, 0, 94.4444, 0.958333, 1, 0, 0, 0, 0, 0, 1, 57.6389, 0.791667, 1, 0, 0, 1, 0, 0, 1, 80.5556, 1, 1, 0, 0, 0, 0, 0, 1, 38.8889, 0.875, 0.666667, 0, 0, 0, 0, 0, 0, 95.3704, 0.972222, 1, 0, 0, 0, 0, 0, 0, 98.1481, 1, 1, 0, 0, 0, 0, 0, 0, 85.4938, 0.944444, 1, 0, 0, 0, 0, 0, 1, 84.8765, 1, 1, 0, 0, 0, 0, 0, 0
Car, 32.766, 0.946809, 0.976, 3, 12, 5, 65.8833, 50.2558, 9, 0.752, 46.1054, 1, 0.707317, 0, 0, 2, 0, 0, 3, 63.0999, 1, 1, 0, 2, 2, 0, 0, 4, 83.3989, 1, 1, 0, 2, 1, 29.4801, 14.4207, 3, 47.9937, 0.548387, 1, 0, 0, 1, 0, 0, 1, 41.2274, 0.451613, 1, 0, 0, 1, 0, 0, 1, 43.1157, 0.903226, 1, 0, 0, 1, 0, 0, 3, 54.0519, 1, 0.682927, 0, 1, 2, 0, 0, 3, 63.8867, 1, 0.97561, 0, 0, 2, 11.7277, 15.3708, 3, 70.653, 0.903226, 1, 0, 2, 1, 0, 0, 4, 50, 1, 0.951613, 0, 6, 2, 14.3659, 27.065, 0, 77.4193, 1, 1, 0, 3, 2, 29.2625, 29.2978, 1, 50.3775, 1, 0.870968, 0, 4, 2, 0, 0, 0, 78.14, 0.957447, 1, 0, 4, 2, 28.387, 25.4566, 2
Electricity, 26.223, 0.97191, 0.923077, 1, 7, 3, 34.5624, 103.448, 2, 2.73846, 2.74415, 0.169492, 0.190476, 0, 0, 1, 0, 0, 0, 21.3882, 0.440678, 0.571429, 0, 0, 1, 0, 0, 1, 74.1727, 0.881356, 1, 0, 1, 1, 0, 0, 2, 51.1703, 0.847458, 1, 0, 0, 1, 0, 0, 2, 59.1606, 0.932203, 1, 0, 1, 1, 0, 0, 4, 77.159, 0.915254, 1, 0, 3, 1, 0, 0, 4, 45.1977, 0.745763, 1, 0, 1, 1, 0, 0, 2, 79.3382, 1, 1, 0, 1, 1, 0, 0, 5, 10.573, 0.372881, 0.380952, 0, 0, 1, 0, 0, 0, 34.059, 0.685393, 0.75, 0, 2, 1, 0, 0, 1, 59.4101, 0.853933, 1, 0, 2, 1, 0, 0, 2, 70.9972, 1, 1, 1, 2, 2, 0, 0, 5, 47.3666, 0.876405, 0.90625, 1, 2, 1, 0, 0, 2
Paramedics, 28.7731, 0.992188, 0.97037, 31, 7, 2, 75.0566, 69.5237, 6, 0.948148, 50.1058, 0.880952, 1, 0, 2, 1, 0, 0, 2, 42.328, 1, 0.555556, 1, 0, 1, 0, 0, 4, 57.3016, 1, 1, 0, 4, 1, 0, 0, 2, 51.164, 0.904762, 1, 1, 1, 2, 0, 0, 2, 63.4921, 1, 1, 0, 2, 3, 0, 0, 5, 61.0582, 1, 1, 0, 1, 2, 0, 0, 3, 53.9153, 1, 1, 0, 2, 1, 0, 0, 3, 42.8571, 1, 0.555556, 0, 0, 1, 0, 0, 2, 57.09, 1, 0.977778, 0, 2, 2, 0, 0, 5, 54.8041, 1, 1, 4, 3, 1, 0, 0, 0, 59.8181, 1, 1, 3, 4, 1, 0, 0, 0, 60.2612, 1, 1, 1, 4, 1, 0, 0, 1, 70.0093, 1, 1, 1, 4, 1, 42.1528, 30.7513, 0
RoadBlock, 31.0638, 0.983193, 0.965909, 3, 8, 5, 37.5662, 54.3522, 6, 1.35227, 31.8302, 0.871795, 0.689655, 0, 1, 1, 0, 0, 4, 73.2095, 1, 1, 0, 0, 2, 0, 0, 3, 73.298, 1, 1, 0, 2, 2, 0, 0, 3, 69.5844, 1, 1, 0, 1, 1, 0, 0, 2, 24.3148, 0.25641, 1, 0, 0, 1, 0, 0, 1, 53.0504, 0.666667, 1, 0, 1, 1, 0, 0, 4, 71.8833, 1, 1, 0, 2, 2, 0, 0, 2, 51.1052, 1, 0.965517, 0, 0, 1, 0, 0, 2, 60.5659, 1, 1, 0, 1, 2, 0, 0, 2, 54.2373, 1, 1, 0, 3, 2, 20.3475, 37.4965, 1, 76.8105, 1, 1, 0, 2, 3, 17.209, 26.2139, 2, 60.8243, 1, 1, 0, 4, 2, 0, 0, 0, 69.4915, 1, 1, 0, 1, 3, 18.2562, 15.4931, 2
FireBrigade, 27.8346, 0.976563, 0.982301, 18, 10, 6, 52.2073, 58.0678, 5, 1.13274, 72.7156, 1, 1, 0, 1, 1, 22.8685, 10.8069, 3, 84.2342, 1, 0.972973, 0, 2, 1, 0, 0, 3, 73.1017, 1, 1, 0, 1, 0, 0, 0, 3, 61.9048, 0.857143, 1, 0, 1, 1, 0, 0, 3, 41.2484, 1, 1, 0, 4, 1, 0, 0, 4, 51.2227, 0.761905, 1, 0, 3, 1, 15.3132, 17.309, 2, 27.6062, 0.5, 1, 0, 1, 1, 0, 0, 3, 63.5135, 1, 1, 0, 4, 2, 0, 0, 2, 2.76705, 0.190476, 0.189189, 0, 0, 1, 0, 0, 0, 83.7891, 1, 1, 2, 5, 2, 38.1422, 19.0367, 2, 80.9152, 1, 1, 3, 3, 1, 26.0925, 33.6062, 2, 45.5078, 0.796875, 1, 0, 3, 2, 20.7071, 29.6384, 2, 32.0033, 0.6875, 0.964286, 0, 2, 2, 24.3439, 22.6766, 2
Police, 22.2904, 0.976048, 0.95, 5, 8, 5, 58.9704, 84.4785, 5, 1.39167, 7.36364, 0.309091, 0.325, 0, 0, 1, 0, 0, 1, 55.0455, 1, 1, 0, 4, 2, 0, 0, 3, 34.2273, 0.927273, 0.775, 1, 4, 2, 0, 0, 2, 68.1364, 1, 1, 0, 3, 3, 0, 0, 4, 71.5909, 1, 1, 0, 5, 1, 20.342, 19.2553, 5, 53.4545, 1, 1, 0, 5, 2, 19.9208, 21.3283, 4, 13.2727, 0.418182, 0.475, 0, 0, 1, 0, 0, 1, 58.1818, 1, 1, 0, 3, 2, 19.6951, 29.8271, 3, 14.5909, 0.363636, 0.725, 0, 3, 1, 0, 0, 2, 47.0683, 1, 0.966667, 4, 4, 1, 31.2402, 46.9934, 4, 57.9317, 1, 1, 4, 5, 2, 28.7076, 38.0504, 3, 51.988, 1, 1, 7, 3, 1, 27.0445, 41.6127, 3, 38.4137, 0.86747, 1, 2, 6, 2, 35.3571, 33.5803, 2
Electricity, 22.4799, 0.967532, 0.857143, 1, 6, 3, 36.6236, 81.8919, 1, 2.44444, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 65.0794, 0.784314, 1, 0, 1, 1, 0, 0, 2, 37.8151, 0.823529, 0.761905, 0, 0, 1, 0, 0, 1, 44.6312, 0.823529, 0.904762, 0, 1, 1, 0, 0, 3, 74.1363, 0.960784, 1, 0, 0, 1, 0, 0, 3, 58.4501, 1, 0.857143, 0, 2, 1, 0, 0, 3, 78.4314, 1, 1, 0, 2, 1, 0, 0, 2, 3.54809, 0.176471, 0.238095, 0, 0, 1, 0, 0, 0, 9.09091, 0.441558, 0.290323, 0, 0, 1, 0, 0, 0, 52.6183, 0.74026, 1, 0, 2, 1, 0, 0, 1, 79.3884, 1, 1, 0, 3, 2, 18.0052, 30.2022, 5, 46.8789, 0.909091, 0.967742, 0, 0, 1, 0, 0, 2
