@RELATION imagette

@ATTRIBUTE label {Accident, Bomb, Car, Casualty, Electricity, Fire, FireBrigade, Flood, Gas, Injury, Paramedics, Person, Police, RoadBlock}
@ATTRIBUTE RatioBW_Global numeric
@ATTRIBUTE NbLinesBlackPixels_Global numeric
@ATTRIBUTE NbColsBlackPixels_Global numeric
@ATTRIBUTE HoughLines_Global numeric
@ATTRIBUTE HoughCircles_Global numeric
@ATTRIBUTE BoundingBoxNumber_Global numeric
@ATTRIBUTE GravityCenterX_Global numeric
@ATTRIBUTE GravityCenterY_Global numeric
@ATTRIBUTE CannyEdges_Global numeric
@ATTRIBUTE HWRatio_Global numeric
@ATTRIBUTE RatioBW_00 numeric
@ATTRIBUTE NbLinesBlackPixels_00 numeric
@ATTRIBUTE NbColsBlackPixels_00 numeric
@ATTRIBUTE HoughLines_00 numeric
@ATTRIBUTE HoughCircles_00 numeric
@ATTRIBUTE BoundingBoxNumber_00 numeric
@ATTRIBUTE GravityCenterX_00 numeric
@ATTRIBUTE GravityCenterY_00 numeric
@ATTRIBUTE CannyEdges_00 numeric
@ATTRIBUTE RatioBW_01 numeric
@ATTRIBUTE NbLinesBlackPixels_01 numeric
@ATTRIBUTE NbColsBlackPixels_01 numeric
@ATTRIBUTE HoughLines_01 numeric
@ATTRIBUTE HoughCircles_01 numeric
@ATTRIBUTE BoundingBoxNumber_01 numeric
@ATTRIBUTE GravityCenterX_01 numeric
@ATTRIBUTE GravityCenterY_01 numeric
@ATTRIBUTE CannyEdges_01 numeric
@ATTRIBUTE RatioBW_02 numeric
@ATTRIBUTE NbLinesBlackPixels_02 numeric
@ATTRIBUTE NbColsBlackPixels_02 numeric
@ATTRIBUTE HoughLines_02 numeric
@ATTRIBUTE HoughCircles_02 numeric
@ATTRIBUTE BoundingBoxNumber_02 numeric
@ATTRIBUTE GravityCenterX_02 numeric
@ATTRIBUTE GravityCenterY_02 numeric
@ATTRIBUTE CannyEdges_02 numeric
@ATTRIBUTE RatioBW_10 numeric
@ATTRIBUTE NbLinesBlackPixels_10 numeric
@ATTRIBUTE NbColsBlackPixels_10 numeric
@ATTRIBUTE HoughLines_10 numeric
@ATTRIBUTE HoughCircles_10 numeric
@ATTRIBUTE BoundingBoxNumber_10 numeric
@ATTRIBUTE GravityCenterX_10 numeric
@ATTRIBUTE GravityCenterY_10 numeric
@ATTRIBUTE CannyEdges_10 numeric
@ATTRIBUTE RatioBW_11 numeric
@ATTRIBUTE NbLinesBlackPixels_11 numeric
@ATTRIBUTE NbColsBlackPixels_11 numeric
@ATTRIBUTE HoughLines_11 numeric
@ATTRIBUTE HoughCircles_11 numeric
@ATTRIBUTE BoundingBoxNumber_11 numeric
@ATTRIBUTE GravityCenterX_11 numeric
@ATTRIBUTE GravityCenterY_11 numeric
@ATTRIBUTE CannyEdges_11 numeric
@ATTRIBUTE RatioBW_12 numeric
@ATTRIBUTE NbLinesBlackPixels_12 numeric
@ATTRIBUTE NbColsBlackPixels_12 numeric
@ATTRIBUTE HoughLines_12 numeric
@ATTRIBUTE HoughCircles_12 numeric
@ATTRIBUTE BoundingBoxNumber_12 numeric
@ATTRIBUTE GravityCenterX_12 numeric
@ATTRIBUTE GravityCenterY_12 numeric
@ATTRIBUTE CannyEdges_12 numeric
@ATTRIBUTE RatioBW_20 numeric
@ATTRIBUTE NbLinesBlackPixels_20 numeric
@ATTRIBUTE NbColsBlackPixels_20 numeric
@ATTRIBUTE HoughLines_20 numeric
@ATTRIBUTE HoughCircles_20 numeric
@ATTRIBUTE BoundingBoxNumber_20 numeric
@ATTRIBUTE GravityCenterX_20 numeric
@ATTRIBUTE GravityCenterY_20 numeric
@ATTRIBUTE CannyEdges_20 numeric
@ATTRIBUTE RatioBW_21 numeric
@ATTRIBUTE NbLinesBlackPixels_21 numeric
@ATTRIBUTE NbColsBlackPixels_21 numeric
@ATTRIBUTE HoughLines_21 numeric
@ATTRIBUTE HoughCircles_21 numeric
@ATTRIBUTE BoundingBoxNumber_21 numeric
@ATTRIBUTE GravityCenterX_21 numeric
@ATTRIBUTE GravityCenterY_21 numeric
@ATTRIBUTE CannyEdges_21 numeric
@ATTRIBUTE RatioBW_22 numeric
@ATTRIBUTE NbLinesBlackPixels_22 numeric
@ATTRIBUTE NbColsBlackPixels_22 numeric
@ATTRIBUTE HoughLines_22 numeric
@ATTRIBUTE HoughCircles_22 numeric
@ATTRIBUTE BoundingBoxNumber_22 numeric
@ATTRIBUTE GravityCenterX_22 numeric
@ATTRIBUTE GravityCenterY_22 numeric
@ATTRIBUTE CannyEdges_22 numeric

@DATA
Electricity, 24.4811, 0.984733, 0.964912, 0, 6, 4, 26.1169, 60.7142, 7, 2.29825, 38.6781, 0.651163, 1, 0, 0, 1, 0, 0, 2, 38.1885, 0.44186, 1, 0, 0, 1, 0, 0, 2, 76.7442, 0.860465, 1, 0, 0, 1, 0, 0, 6, 54.9572, 1, 1, 0, 0, 2, 0, 0, 2, 58.1395, 1, 1, 0, 1, 2, 0, 0, 3, 77.4786, 0.976744, 1, 0, 1, 1, 0, 0, 3, 11.1383, 0.348837, 0.368421, 0, 0, 1, 0, 0, 1, 61.1995, 0.744186, 1, 0, 1, 2, 0, 0, 3, 7.22154, 0.418605, 0.263158, 0, 0, 1, 0, 0, 0
Paramedics, 30.0554, 0.967391, 0.990566, 1, 8, 4, 52.1428, 49.5848, 6, 0.867925, 56.7619, 0.933333, 1, 0, 1, 2, 0, 0, 4, 44.1905, 1, 0.657143, 0, 0, 1, 0, 0, 1, 65.5238, 1, 1, 0, 1, 1, 0, 0, 2, 68.5714, 0.966667, 1, 0, 0, 2, 0, 0, 5, 76.8571, 1, 1, 0, 2, 2, 0, 0, 5, 52.2857, 0.766667, 1, 0, 1, 1, 0, 0, 4, 60.6667, 1, 1, 0, 1, 2, 0, 0, 2, 59.1429, 1, 0.942857, 0, 0, 2, 0, 0, 1, 60.0952, 1, 1, 0, 0, 2, 0, 0, 2
Car, 35.905, 0.955224, 0.978873, 5, 15, 6, 63.0452, 32.6579, 14, 0.471831, 47.3888, 1, 0.659574, 0, 2, 1, 0, 0, 2, 61.5087, 1, 1, 0, 0, 2, 0, 0, 4, 78.6267, 1, 1, 0, 3, 1, 0, 0, 3, 62.089, 0.727273, 1, 0, 0, 1, 0, 0, 1, 48.3559, 0.545455, 1, 0, 0, 1, 0, 0, 1, 75.1451, 1, 1, 0, 1, 1, 0, 0, 2, 68.3752, 1, 0.978723, 0, 1, 2, 0, 0, 2, 76.5957, 1, 1, 0, 1, 1, 0, 0, 6, 73.501, 1, 0.93617, 0, 3, 1, 0, 0, 6
RoadBlock, 30.8023, 0.976744, 0.98, 4, 9, 5, 51.2732, 43.5027, 8, 0.86, 47.5108, 0.964286, 0.909091, 0, 0, 2, 0, 0, 2, 68.8312, 1, 0.939394, 0, 2, 1, 0, 0, 6, 56.4935, 0.928571, 0.969697, 0, 0, 2, 0, 0, 2, 68.29, 0.928571, 1, 0, 0, 1, 0, 0, 3, 57.684, 0.678571, 1, 0, 0, 1, 0, 0, 2, 50.6493, 0.571429, 1, 0, 0, 1, 0, 0, 3, 61.039, 0.964286, 1, 0, 2, 1, 0, 0, 2, 82.2511, 1, 1, 0, 1, 1, 0, 0, 2, 58.1169, 1, 1, 0, 0, 2, 0, 0, 2
Gas, 20.7401, 0.930435, 0.950355, 0, 11, 3, 68.7439, 53.4577, 8, 0.815603, 38.8578, 1, 0.787234, 0, 2, 1, 0, 0, 4, 58.6226, 1, 1, 0, 2, 2, 0, 0, 3, 44.7368, 1, 0.765957, 0, 4, 2, 18.6144, 20.2809, 4, 63.4379, 1, 1, 0, 6, 2, 0, 0, 2, 45.0168, 1, 1, 0, 2, 1, 0, 0, 2, 20.0448, 0.736842, 0.382979, 0, 0, 1, 0, 0, 2, 55.9351, 1, 1, 0, 4, 2, 0, 0, 2, 47.1445, 1, 1, 0, 2, 2, 0, 0, 2, 30.8511, 0.789474, 0.638298, 0, 3, 1, 0, 0, 2
Police, 26.2783, 0.974359, 0.964912, 3, 11, 6, 55.851, 56.8139, 8, 1.02632, 27.8003, 0.692308, 0.710526, 0, 2, 1, 0, 0, 2, 57.2874, 1, 0.947368, 0, 3, 1, 0, 0, 3, 46.8961, 1, 0.815789, 0, 3, 2, 21.6672, 21.9642, 2, 80.3644, 1, 1, 0, 4, 2, 0, 0, 5, 71.5924, 1, 1, 0, 3, 1, 0, 0, 4, 56.1404, 1, 1, 0, 2, 3, 0, 0, 4, 29.5547, 0.897436, 0.657895, 0, 1, 1, 0, 0, 2, 67.8138, 1, 1, 0, 5, 2, 0, 0, 6, 20.8502, 0.487179, 0.710526, 0, 0, 1, 0, 0, 2
FireBrigade, 31.0358, 0.9375, 0.971963, 1, 11, 5, 48.9688, 45.9803, 8, 0.897196, 81.25, 1, 1, 0, 2, 2, 16.8688, 16.0335, 5, 72.7679, 1, 0.914286, 0, 0, 1, 0, 0, 3, 71.1607, 1, 0.885714, 0, 1, 2, 0, 0, 4, 65.1786, 0.78125, 1, 0, 0, 1, 0, 0, 1, 76.3393, 1, 1, 0, 2, 1, 0, 0, 2, 53.3929, 0.6875, 1, 0, 0, 1, 0, 0, 3, 13.8393, 0.40625, 0.571429, 0, 0, 1, 0, 0, 1, 73.9286, 1, 1, 0, 3, 1, 0, 0, 4, 18.6607, 0.375, 0.771429, 0, 1, 1, 0, 0, 1
Accident, 27.5785, 0.959596, 0.981651, 5, 11, 4, 53.7992, 47.3197, 11, 0.908257, 15.6566, 0.69697, 0.388889, 0, 0, 1, 0, 0, 1, 52.2727, 1, 0.861111, 0, 0, 2, 18.5726, 16.3031, 2, 71.633, 1, 1, 0, 3, 1, 0, 0, 4, 76.6835, 1, 1, 0, 2, 1, 0, 0, 4, 57.0707, 1, 0.833333, 0, 1, 2, 0, 0, 3, 74.8316, 1, 1, 0, 2, 2, 18.5982, 14.403, 3, 9.84848, 0.363636, 0.388889, 0, 0, 1, 0, 0, 1, 52.2727, 1, 0.944444, 0, 0, 2, 0, 0, 2, 70.4545, 1, 1, 0, 3, 1, 0, 0, 4
Electricity, 23.7347, 0.975806, 0.931035, 2, 5, 4, 28.8389, 61.944, 7, 2.13793, 30.0385, 0.536585, 1, 0, 0, 1, 0, 0, 2, 44.2875, 0.512195, 1, 0, 1, 1, 0, 0, 3, 48.1386, 0.853659, 0.631579, 0, 0, 1, 0, 0, 1, 52.2465, 1, 1, 0, 1, 2, 0, 0, 2, 47.7535, 0.853659, 1, 0, 0, 2, 0, 0, 2, 90.2439, 1, 1, 0, 1, 0, 0, 0, 4, 21.0526, 0.487805, 0.578947, 0, 0, 1, 0, 0, 1, 62.9012, 0.707317, 1, 0, 1, 1, 0, 0, 4, 36.2003, 0.829268, 0.736842, 0, 0, 1, 0, 0, 2
RoadBlock, 31.471, 0.989247, 0.979381, 0, 8, 5, 44.062, 50.3068, 8, 0.958763, 49.5968, 0.903226, 1, 0, 0, 2, 0, 0, 2, 66.6331, 1, 0.9375, 0, 0, 2, 0, 0, 5, 48.1855, 0.903226, 0.96875, 0, 0, 2, 0, 0, 2, 54.3347, 0.677419, 1, 0, 1, 1, 0, 0, 2, 57.2581, 0.645161, 1, 0, 0, 2, 0, 0, 2, 50.8064, 0.612903, 1, 0, 0, 1, 0, 0, 3, 76.3105, 1, 1, 0, 1, 2, 0, 0, 2, 73.5887, 1, 1, 0, 1, 2, 0, 0, 5, 56.0484, 1, 1, 0, 0, 2, 0, 0, 2
Paramedics, 28.1498, 0.962963, 0.973214, 6, 7, 3, 60.4757, 55.8471, 9, 0.964286, 61.9369, 1, 1, 0, 3, 1, 0, 0, 3, 48.8739, 1, 0.675676, 0, 1, 1, 0, 0, 2, 59.6096, 0.972222, 1, 0, 2, 2, 0, 0, 2, 55.9309, 0.861111, 1, 0, 0, 2, 0, 0, 3, 73.048, 1, 1, 0, 1, 3, 0, 0, 3, 50.6006, 0.694444, 1, 0, 1, 1, 0, 0, 3, 57.8829, 0.972222, 1, 0, 2, 2, 0, 0, 2, 36.9369, 1, 0.459459, 0, 0, 1, 0, 0, 1, 59.7598, 1, 1, 0, 2, 1, 0, 0, 2
Car, 35.2319, 0.942857, 0.980519, 4, 22, 5, 76.5805, 36.2063, 11, 0.454545, 38.7894, 1, 0.54902, 0, 2, 1, 0, 0, 2, 72.0375, 1, 1, 0, 1, 1, 0, 0, 4, 72.4638, 1, 1, 0, 3, 1, 0, 0, 5, 67.6897, 0.913043, 1, 0, 0, 1, 0, 0, 2, 42.4552, 0.608696, 1, 0, 1, 1, 0, 0, 1, 64.6206, 1, 1, 0, 2, 1, 0, 0, 4, 63.0009, 1, 0.901961, 0, 1, 2, 0, 0, 2, 92.6684, 1, 1, 0, 3, 0, 0, 0, 2, 60.9548, 0.869565, 1, 0, 2, 2, 0, 0, 1
Gas, 20.9091, 0.909091, 0.894737, 0, 11, 2, 58.1578, 54.349, 8, 0.827068, 55.8081, 1, 1, 1, 3, 2, 0, 0, 6, 48.6742, 1, 0.795455, 0, 2, 1, 0, 0, 3, 52.2727, 1, 0.772727, 0, 2, 1, 15.5146, 17.1777, 4, 57.8914, 1, 1, 0, 3, 2, 13.5381, 14.3338, 1, 45.202, 1, 0.954545, 0, 1, 2, 0, 0, 2, 21.3384, 0.916667, 0.295455, 0, 0, 1, 0, 0, 1, 46.4015, 0.861111, 0.977273, 0, 2, 2, 0, 0, 2, 43.3081, 1, 0.795455, 0, 2, 2, 0, 0, 2, 29.6086, 0.861111, 0.477273, 0, 1, 1, 20.6032, 15.024, 1
Police, 24.089, 0.966667, 0.974576, 1, 12, 5, 60.4299, 59.3157, 7, 1.01695, 19.0385, 0.625, 0.487179, 0, 2, 1, 0, 0, 2, 59.9359, 1, 0.948718, 0, 4, 2, 0, 0, 3, 20.1282, 0.525, 0.692308, 0, 2, 1, 0, 0, 2, 56.4103, 1, 1, 0, 3, 1, 24.9124, 13.3732, 5, 69.4872, 1, 0.846154, 0, 1, 2, 0, 0, 4, 69.4872, 1, 1, 0, 2, 3, 0, 0, 5, 30.5128, 0.85, 0.589744, 0, 1, 1, 0, 0, 2, 64.1667, 1, 1, 0, 5, 2, 0, 0, 3, 35.1923, 0.675, 1, 0, 1, 2, 0, 0, 2
Accident, 25.3527, 0.971429, 0.962963, 8, 10, 4, 50.4062, 51.7049, 9, 0.972222, 10.7143, 0.714286, 0.277778, 0, 0, 1, 0, 0, 1, 48.7302, 1, 0.75, 0, 1, 2, 0, 0, 2, 69.6032, 1, 1, 0, 3, 1, 0, 0, 3, 62.7778, 1, 1, 0, 0, 1, 0, 0, 5, 54.8413, 1, 0.805556, 0, 0, 2, 0, 0, 2, 76.6667, 1, 1, 0, 1, 2, 0, 0, 3, 1.50794, 0.114286, 0.138889, 0, 0, 1, 0, 0, 0, 47.2222, 1, 0.694444, 0, 0, 1, 0, 0, 2, 70.7143, 1, 1, 0, 1, 2, 0, 0, 3
Electricity, 23.522, 0.985185, 0.924528, 0, 5, 3, 25.8693, 72.57, 6, 2.54717, 22.4837, 0.533333, 0.705882, 0, 0, 1, 0, 0, 1, 28.2353, 0.444444, 0.823529, 0, 1, 1, 0, 0, 1, 85.098, 0.933333, 1, 0, 2, 1, 0, 0, 3, 69.1503, 1, 1, 0, 0, 2, 0, 0, 2, 53.3333, 0.911111, 1, 0, 0, 2, 0, 0, 3, 80.915, 0.955556, 1, 0, 0, 1, 0, 0, 3, 11.634, 0.422222, 0.411765, 0, 0, 1, 0, 0, 0, 56.8627, 0.711111, 1, 0, 0, 1, 0, 0, 5, 29.9346, 0.644444, 0.764706, 0, 0, 1, 0, 0, 2
