@RELATION imagette

@ATTRIBUTE label {Accident, Bomb, Car, Casualty, Electricity, Fire, FireBrigade, Flood, Gas, Injury, Paramedics, Person, Police, RoadBlock}
@ATTRIBUTE RatioBW_Global numeric
@ATTRIBUTE NbLinesBlackPixels_Global numeric
@ATTRIBUTE NbColsBlackPixels_Global numeric
@ATTRIBUTE HoughLines_Global numeric
@ATTRIBUTE HoughCircles_Global numeric
@ATTRIBUTE BoundingBoxNumber_Global numeric
@ATTRIBUTE GravityCenterX_Global numeric
@ATTRIBUTE GravityCenterY_Global numeric
@ATTRIBUTE CannyEdges_Global numeric
@ATTRIBUTE HWRatio_Global numeric
@ATTRIBUTE RatioBW_00 numeric
@ATTRIBUTE NbLinesBlackPixels_00 numeric
@ATTRIBUTE NbColsBlackPixels_00 numeric
@ATTRIBUTE HoughLines_00 numeric
@ATTRIBUTE HoughCircles_00 numeric
@ATTRIBUTE BoundingBoxNumber_00 numeric
@ATTRIBUTE GravityCenterX_00 numeric
@ATTRIBUTE GravityCenterY_00 numeric
@ATTRIBUTE CannyEdges_00 numeric
@ATTRIBUTE RatioBW_01 numeric
@ATTRIBUTE NbLinesBlackPixels_01 numeric
@ATTRIBUTE NbColsBlackPixels_01 numeric
@ATTRIBUTE HoughLines_01 numeric
@ATTRIBUTE HoughCircles_01 numeric
@ATTRIBUTE BoundingBoxNumber_01 numeric
@ATTRIBUTE GravityCenterX_01 numeric
@ATTRIBUTE GravityCenterY_01 numeric
@ATTRIBUTE CannyEdges_01 numeric
@ATTRIBUTE RatioBW_02 numeric
@ATTRIBUTE NbLinesBlackPixels_02 numeric
@ATTRIBUTE NbColsBlackPixels_02 numeric
@ATTRIBUTE HoughLines_02 numeric
@ATTRIBUTE HoughCircles_02 numeric
@ATTRIBUTE BoundingBoxNumber_02 numeric
@ATTRIBUTE GravityCenterX_02 numeric
@ATTRIBUTE GravityCenterY_02 numeric
@ATTRIBUTE CannyEdges_02 numeric
@ATTRIBUTE RatioBW_10 numeric
@ATTRIBUTE NbLinesBlackPixels_10 numeric
@ATTRIBUTE NbColsBlackPixels_10 numeric
@ATTRIBUTE HoughLines_10 numeric
@ATTRIBUTE HoughCircles_10 numeric
@ATTRIBUTE BoundingBoxNumber_10 numeric
@ATTRIBUTE GravityCenterX_10 numeric
@ATTRIBUTE GravityCenterY_10 numeric
@ATTRIBUTE CannyEdges_10 numeric
@ATTRIBUTE RatioBW_11 numeric
@ATTRIBUTE NbLinesBlackPixels_11 numeric
@ATTRIBUTE NbColsBlackPixels_11 numeric
@ATTRIBUTE HoughLines_11 numeric
@ATTRIBUTE HoughCircles_11 numeric
@ATTRIBUTE BoundingBoxNumber_11 numeric
@ATTRIBUTE GravityCenterX_11 numeric
@ATTRIBUTE GravityCenterY_11 numeric
@ATTRIBUTE CannyEdges_11 numeric
@ATTRIBUTE RatioBW_12 numeric
@ATTRIBUTE NbLinesBlackPixels_12 numeric
@ATTRIBUTE NbColsBlackPixels_12 numeric
@ATTRIBUTE HoughLines_12 numeric
@ATTRIBUTE HoughCircles_12 numeric
@ATTRIBUTE BoundingBoxNumber_12 numeric
@ATTRIBUTE GravityCenterX_12 numeric
@ATTRIBUTE GravityCenterY_12 numeric
@ATTRIBUTE CannyEdges_12 numeric
@ATTRIBUTE RatioBW_20 numeric
@ATTRIBUTE NbLinesBlackPixels_20 numeric
@ATTRIBUTE NbColsBlackPixels_20 numeric
@ATTRIBUTE HoughLines_20 numeric
@ATTRIBUTE HoughCircles_20 numeric
@ATTRIBUTE BoundingBoxNumber_20 numeric
@ATTRIBUTE GravityCenterX_20 numeric
@ATTRIBUTE GravityCenterY_20 numeric
@ATTRIBUTE CannyEdges_20 numeric
@ATTRIBUTE RatioBW_21 numeric
@ATTRIBUTE NbLinesBlackPixels_21 numeric
@ATTRIBUTE NbColsBlackPixels_21 numeric
@ATTRIBUTE HoughLines_21 numeric
@ATTRIBUTE HoughCircles_21 numeric
@ATTRIBUTE BoundingBoxNumber_21 numeric
@ATTRIBUTE GravityCenterX_21 numeric
@ATTRIBUTE GravityCenterY_21 numeric
@ATTRIBUTE CannyEdges_21 numeric
@ATTRIBUTE RatioBW_22 numeric
@ATTRIBUTE NbLinesBlackPixels_22 numeric
@ATTRIBUTE NbColsBlackPixels_22 numeric
@ATTRIBUTE HoughLines_22 numeric
@ATTRIBUTE HoughCircles_22 numeric
@ATTRIBUTE BoundingBoxNumber_22 numeric
@ATTRIBUTE GravityCenterX_22 numeric
@ATTRIBUTE GravityCenterY_22 numeric
@ATTRIBUTE CannyEdges_22 numeric

@DATA
Car, 18.8185, 0.822222, 0.9819, 56, 20, 5, 122.76, 52.2561, 11, 0.40724, 31.9178, 0.966667, 0.657534, 0, 2, 2, 0, 0, 2, 33.5616, 1, 0.917808, 1, 1, 2, 0, 0, 2, 74.3836, 1, 1, 1, 6, 2, 23.0464, 17.0704, 6, 44.2466, 0.533333, 1, 1, 0, 1, 31.5817, 15.3309, 2, 19.9543, 0.666667, 0.561644, 0, 0, 1, 0, 0, 3, 71.0502, 1, 1, 3, 3, 1, 0, 0, 5, 27.9909, 1, 0.60274, 0, 2, 2, 0, 0, 2, 50, 1, 0.986301, 0, 4, 2, 45.7105, 16.5969, 2, 55.6621, 1, 1, 1, 1, 1, 10.9716, 15.0917, 4
Electricity, 13.9017, 0.994152, 0.982456, 4, 5, 4, 25.0396, 85.8594, 8, 3, 36.0111, 0.701754, 0.894737, 0, 0, 1, 0, 0, 2, 65.0046, 0.964912, 1, 0, 1, 1, 0, 0, 2, 7.20222, 0.263158, 0.473684, 0, 0, 1, 0, 0, 0, 37.4885, 0.77193, 1, 0, 0, 2, 0, 0, 2, 25.1154, 0.350877, 1, 0, 0, 2, 0, 0, 2, 50.9695, 0.929825, 1, 0, 0, 1, 0, 0, 3, 5.54017, 0.175439, 0.421053, 0, 0, 1, 0, 0, 1, 40.5355, 0.473684, 1, 0, 1, 1, 0, 0, 4, 60.4801, 1, 1, 0, 0, 2, 0, 0, 4
FireBrigade, 15.1196, 0.988439, 0.862745, 26, 9, 3, 77.7669, 75.7472, 7, 1.13072, 53.0788, 1, 1, 0, 2, 1, 0, 0, 5, 59.4427, 1, 0.784314, 2, 3, 2, 27.5961, 31.0596, 5, 48.7444, 1, 1, 0, 2, 2, 13.5693, 38.9522, 3, 49.2604, 0.929825, 1, 0, 6, 3, 0, 0, 2, 19.4014, 0.333333, 0.843137, 0, 0, 1, 0, 0, 1, 30.1686, 0.859649, 1, 0, 2, 2, 22.7808, 40.2046, 2, 12.3495, 0.45614, 0.490196, 0, 1, 1, 0, 0, 2, 36.4981, 1, 0.823529, 1, 4, 3, 17.7122, 17.9919, 4, 10.4919, 0.403509, 0.490196, 0, 1, 1, 0, 0, 2
Police, 11.5707, 0.983425, 0.981013, 28, 11, 6, 66.016, 96.9777, 9, 1.14557, 28.1731, 0.983333, 0.961538, 4, 2, 2, 0, 0, 2, 33.4936, 1, 0.653846, 1, 1, 2, 14.9031, 33.7885, 2, 25.5128, 0.916667, 0.673077, 0, 0, 2, 36.7111, 29.9144, 2, 27.9167, 0.816667, 1, 1, 3, 2, 36.7668, 20.4354, 3, 52.8526, 1, 0.903846, 0, 3, 2, 16.7623, 41.4484, 5, 32.3718, 0.766667, 1, 0, 3, 2, 0, 0, 5, 11.4744, 0.45, 0.480769, 0, 2, 1, 0, 0, 2, 25.7051, 1, 0.75, 1, 2, 2, 0, 0, 2, 27.5, 0.8, 1, 2, 2, 2, 0, 0, 2
Gas, 14.7049, 0.961722, 0.983333, 44, 8, 4, 56.4729, 98.2339, 7, 1.74167, 26.9928, 0.782609, 0.975, 2, 3, 2, 0, 0, 1, 19.2754, 0.623188, 0.65, 1, 0, 2, 0, 0, 2, 59.2391, 1, 1, 0, 2, 2, 0, 0, 4, 42.4275, 1, 1, 0, 3, 2, 0, 0, 5, 52.2826, 1, 1, 5, 4, 2, 0, 0, 4, 58.8406, 1, 1, 0, 4, 3, 21.8401, 42.5173, 4, 40.2899, 1, 1, 4, 2, 2, 0, 0, 3, 36.9203, 1, 1, 4, 1, 2, 0, 0, 2, 13.4058, 0.405797, 0.575, 0, 1, 1, 0, 0, 1
Accident, 19.3049, 0.987805, 0.986667, 21, 10, 6, 73.2583, 66.8848, 18, 1.09333, 32.2593, 1, 0.88, 0, 1, 2, 24.2405, 15.0369, 2, 31.4444, 1, 0.48, 2, 0, 1, 0, 0, 1, 41.3333, 0.981481, 1, 0, 4, 2, 26.3475, 34.7465, 2, 75.8148, 1, 1, 0, 2, 1, 25.1351, 22.772, 6, 64.7407, 1, 0.68, 0, 4, 1, 25.5541, 27.9605, 4, 45.6667, 0.981481, 1, 0, 5, 1, 16.3096, 42.1173, 3, 23.8889, 0.833333, 0.68, 0, 1, 2, 12.0528, 19.2121, 2, 27.8519, 1, 0.58, 0, 1, 2, 31.6719, 23.2307, 2, 34.6296, 1, 1, 0, 3, 2, 28.9607, 37.075, 2
Paramedics, 26.2316, 0.9875, 0.988235, 50, 9, 3, 93.853, 92.1994, 25, 0.941176, 37.1968, 1, 1, 0, 3, 2, 0, 0, 2, 42.0148, 1, 0.714286, 1, 3, 1, 0, 0, 4, 56.3005, 1, 1, 0, 3, 2, 0, 0, 3, 48.2143, 0.735849, 1, 0, 4, 1, 24.501, 35.1374, 4, 80.1887, 1, 1, 0, 7, 2, 24.8243, 27.7501, 10, 83.1536, 1, 1, 1, 8, 2, 30.7123, 27.1167, 4, 36.8261, 1, 1, 0, 2, 2, 35.6371, 24.7778, 2, 47.0687, 1, 0.785714, 0, 2, 1, 31.0213, 22.7778, 3, 49.2925, 1, 1, 0, 3, 2, 36.3376, 25.2338, 4
RoadBlock, 13.4091, 0.983193, 0.985611, 2, 12, 6, 64.5073, 58.8496, 8, 0.856115, 26.7001, 0.717949, 0.804348, 0, 0, 2, 0, 0, 2, 39.2977, 1, 0.891304, 0, 3, 1, 0, 0, 4, 41.0256, 1, 1, 0, 2, 2, 23.0788, 16.2263, 2, 35.8974, 0.589744, 1, 0, 2, 2, 0, 0, 2, 34.8941, 0.384615, 1, 0, 0, 2, 0, 0, 1, 25.9197, 0.333333, 1, 0, 0, 1, 0, 0, 2, 46.0424, 1, 1, 0, 3, 2, 0, 0, 2, 28.3166, 1, 0.521739, 0, 2, 1, 0, 0, 1, 37.6254, 1, 0.978261, 0, 0, 2, 0, 0, 2
Electricity, 13.6536, 0.989071, 0.930556, 16, 5, 3, 34.8591, 101.197, 6, 2.54167, 24.3852, 0.704918, 0.5, 0, 0, 1, 0, 0, 1, 9.63115, 0.262295, 0.458333, 0, 0, 1, 0, 0, 1, 66.5301, 0.967213, 1, 0, 2, 3, 0, 0, 2, 32.377, 1, 0.791667, 0, 1, 1, 0, 0, 2, 46.5164, 0.885246, 1, 0, 0, 1, 0, 0, 3, 59.0164, 1, 1, 0, 0, 2, 0, 0, 4, 7.9918, 0.114754, 0.708333, 0, 0, 1, 0, 0, 0, 48.5656, 0.934426, 1, 0, 1, 1, 0, 0, 3, 35.7924, 0.737705, 1, 0, 0, 2, 0, 0, 2
Gas, 18.9138, 0.994536, 1, 7, 4, 3, 21.868, 73.6675, 6, 3.73469, 39.4467, 0.754098, 1, 0, 1, 2, 0, 0, 2, 42.1107, 0.836066, 1, 0, 0, 1, 0, 0, 2, 76.332, 1, 1, 0, 0, 1, 0, 0, 3, 45.9016, 0.868852, 1, 0, 0, 1, 0, 0, 3, 66.5984, 1, 1, 0, 0, 1, 0, 0, 4, 36.7828, 0.622951, 1, 0, 0, 1, 0, 0, 2, 65.5738, 1, 1, 0, 0, 1, 0, 0, 3, 55.8402, 0.934426, 1, 0, 0, 2, 0, 0, 2, 9.73361, 0.163934, 0.6875, 0, 0, 1, 0, 0, 1
Car, 19.6292, 0.820225, 0.96, 35, 23, 8, 109.851, 48.917, 12, 0.445, 7.00104, 0.482759, 0.19697, 0, 0, 1, 0, 0, 1, 36.2591, 1, 0.575758, 0, 5, 1, 0, 0, 3, 66.3009, 1, 1, 0, 4, 1, 42.9597, 13.1906, 5, 51.0449, 1, 1, 0, 4, 2, 0, 0, 3, 31.139, 0.689655, 0.742424, 0, 0, 1, 0, 0, 3, 73.72, 1, 1, 2, 4, 2, 0, 0, 6, 34.3783, 0.586207, 0.742424, 0, 0, 1, 0, 0, 2, 52.3511, 1, 0.893939, 0, 0, 2, 35.5978, 10.9049, 3, 75.3396, 1, 1, 3, 8, 2, 28.0634, 13.7074, 4
FireBrigade, 16.0436, 0.993671, 0.906977, 25, 9, 3, 62.4897, 63.9347, 5, 1.22481, 56.4401, 1, 0.930233, 0, 2, 2, 22.9679, 25.1575, 4, 61.6726, 1, 0.837209, 1, 2, 1, 30.9521, 34.0911, 4, 48.1216, 1, 1, 0, 3, 1, 0, 0, 3, 45.2147, 0.615385, 1, 0, 3, 2, 0, 0, 3, 29.8748, 0.75, 1, 0, 0, 2, 0, 0, 3, 34.6601, 1, 1, 0, 2, 2, 0, 0, 2, 24.9106, 0.865385, 0.581395, 0, 0, 2, 0, 0, 2, 40.8766, 0.923077, 1, 0, 3, 3, 21.3665, 20.8585, 3, 19.678, 0.538462, 0.744186, 0, 0, 1, 0, 0, 2
Police, 12.5856, 0.896907, 0.986577, 50, 10, 6, 74.5506, 93.5602, 10, 1.30201, 20.4401, 0.796875, 0.653061, 1, 3, 2, 0, 0, 3, 48.2781, 1, 0.918367, 0, 4, 2, 0, 0, 6, 24.5855, 0.78125, 0.77551, 0, 1, 2, 22.5923, 13.9894, 2, 40.1148, 1, 1, 6, 3, 2, 20.2036, 38.5045, 4, 45.8546, 1, 0.755102, 0, 1, 2, 30.5278, 27.9433, 3, 29.9107, 0.78125, 1, 0, 3, 1, 0, 0, 5, 3.57143, 0.21875, 0.22449, 0, 0, 1, 0, 0, 1, 31.5051, 1, 0.959184, 6, 1, 2, 0, 0, 2, 31.6964, 0.96875, 1, 2, 3, 2, 34.5513, 24.2749, 3
Accident, 14.4281, 0.990741, 0.981707, 78, 9, 4, 80.7013, 90.3196, 11, 1.31707, 9.23354, 0.513889, 0.277778, 0, 0, 1, 0, 0, 2, 26.2346, 1, 0.666667, 2, 0, 2, 0, 0, 0, 35.0309, 1, 1, 2, 5, 2, 0, 0, 3, 43.4671, 1, 1, 0, 5, 3, 0, 0, 4, 61.1625, 1, 0.759259, 2, 6, 2, 24.2174, 28.1674, 5, 47.428, 0.958333, 1, 0, 4, 2, 0, 0, 3, 14.4547, 0.666667, 0.481481, 0, 1, 2, 0, 0, 2, 26.6461, 1, 0.666667, 5, 0, 2, 0, 0, 2, 33.3333, 1, 1, 0, 3, 2, 0, 0, 3
Electricity, 16.1976, 0.987805, 0.910256, 11, 5, 4, 31.5334, 95.9379, 5, 2.10256, 30.5556, 0.703704, 0.846154, 0, 0, 1, 0, 0, 2, 49.5727, 0.777778, 1, 0, 1, 2, 0, 0, 3, 57.265, 1, 0.653846, 0, 1, 1, 0, 0, 1, 29.9145, 0.62963, 0.961538, 0, 1, 2, 0, 0, 2, 43.2336, 0.851852, 1, 0, 1, 2, 0, 0, 4, 68.8034, 1, 1, 1, 1, 1, 0, 0, 4, 2.77778, 0.0740741, 0.346154, 0, 0, 1, 0, 0, 0, 54.6296, 0.962963, 1, 1, 1, 1, 0, 0, 6, 33.3333, 0.740741, 0.884615, 0, 1, 2, 0, 0, 1
