@RELATION imagette

@ATTRIBUTE label {Accident, Bomb, Car, Casualty, Electricity, Fire, FireBrigade, Flood, Gas, Injury, Paramedics, Person, Police, RoadBlock}
@ATTRIBUTE RatioBW_Global numeric
@ATTRIBUTE NbLinesBlackPixels_Global numeric
@ATTRIBUTE NbColsBlackPixels_Global numeric
@ATTRIBUTE HoughLines_Global numeric
@ATTRIBUTE HoughCircles_Global numeric
@ATTRIBUTE BoundingBoxNumber_Global numeric
@ATTRIBUTE GravityCenterX_Global numeric
@ATTRIBUTE GravityCenterY_Global numeric
@ATTRIBUTE CannyEdges_Global numeric
@ATTRIBUTE HWRatio_Global numeric
@ATTRIBUTE RatioBW_00 numeric
@ATTRIBUTE NbLinesBlackPixels_00 numeric
@ATTRIBUTE NbColsBlackPixels_00 numeric
@ATTRIBUTE HoughLines_00 numeric
@ATTRIBUTE HoughCircles_00 numeric
@ATTRIBUTE BoundingBoxNumber_00 numeric
@ATTRIBUTE GravityCenterX_00 numeric
@ATTRIBUTE GravityCenterY_00 numeric
@ATTRIBUTE CannyEdges_00 numeric
@ATTRIBUTE RatioBW_01 numeric
@ATTRIBUTE NbLinesBlackPixels_01 numeric
@ATTRIBUTE NbColsBlackPixels_01 numeric
@ATTRIBUTE HoughLines_01 numeric
@ATTRIBUTE HoughCircles_01 numeric
@ATTRIBUTE BoundingBoxNumber_01 numeric
@ATTRIBUTE GravityCenterX_01 numeric
@ATTRIBUTE GravityCenterY_01 numeric
@ATTRIBUTE CannyEdges_01 numeric
@ATTRIBUTE RatioBW_02 numeric
@ATTRIBUTE NbLinesBlackPixels_02 numeric
@ATTRIBUTE NbColsBlackPixels_02 numeric
@ATTRIBUTE HoughLines_02 numeric
@ATTRIBUTE HoughCircles_02 numeric
@ATTRIBUTE BoundingBoxNumber_02 numeric
@ATTRIBUTE GravityCenterX_02 numeric
@ATTRIBUTE GravityCenterY_02 numeric
@ATTRIBUTE CannyEdges_02 numeric
@ATTRIBUTE RatioBW_10 numeric
@ATTRIBUTE NbLinesBlackPixels_10 numeric
@ATTRIBUTE NbColsBlackPixels_10 numeric
@ATTRIBUTE HoughLines_10 numeric
@ATTRIBUTE HoughCircles_10 numeric
@ATTRIBUTE BoundingBoxNumber_10 numeric
@ATTRIBUTE GravityCenterX_10 numeric
@ATTRIBUTE GravityCenterY_10 numeric
@ATTRIBUTE CannyEdges_10 numeric
@ATTRIBUTE RatioBW_11 numeric
@ATTRIBUTE NbLinesBlackPixels_11 numeric
@ATTRIBUTE NbColsBlackPixels_11 numeric
@ATTRIBUTE HoughLines_11 numeric
@ATTRIBUTE HoughCircles_11 numeric
@ATTRIBUTE BoundingBoxNumber_11 numeric
@ATTRIBUTE GravityCenterX_11 numeric
@ATTRIBUTE GravityCenterY_11 numeric
@ATTRIBUTE CannyEdges_11 numeric
@ATTRIBUTE RatioBW_12 numeric
@ATTRIBUTE NbLinesBlackPixels_12 numeric
@ATTRIBUTE NbColsBlackPixels_12 numeric
@ATTRIBUTE HoughLines_12 numeric
@ATTRIBUTE HoughCircles_12 numeric
@ATTRIBUTE BoundingBoxNumber_12 numeric
@ATTRIBUTE GravityCenterX_12 numeric
@ATTRIBUTE GravityCenterY_12 numeric
@ATTRIBUTE CannyEdges_12 numeric
@ATTRIBUTE RatioBW_20 numeric
@ATTRIBUTE NbLinesBlackPixels_20 numeric
@ATTRIBUTE NbColsBlackPixels_20 numeric
@ATTRIBUTE HoughLines_20 numeric
@ATTRIBUTE HoughCircles_20 numeric
@ATTRIBUTE BoundingBoxNumber_20 numeric
@ATTRIBUTE GravityCenterX_20 numeric
@ATTRIBUTE GravityCenterY_20 numeric
@ATTRIBUTE CannyEdges_20 numeric
@ATTRIBUTE RatioBW_21 numeric
@ATTRIBUTE NbLinesBlackPixels_21 numeric
@ATTRIBUTE NbColsBlackPixels_21 numeric
@ATTRIBUTE HoughLines_21 numeric
@ATTRIBUTE HoughCircles_21 numeric
@ATTRIBUTE BoundingBoxNumber_21 numeric
@ATTRIBUTE GravityCenterX_21 numeric
@ATTRIBUTE GravityCenterY_21 numeric
@ATTRIBUTE CannyEdges_21 numeric
@ATTRIBUTE RatioBW_22 numeric
@ATTRIBUTE NbLinesBlackPixels_22 numeric
@ATTRIBUTE NbColsBlackPixels_22 numeric
@ATTRIBUTE HoughLines_22 numeric
@ATTRIBUTE HoughCircles_22 numeric
@ATTRIBUTE BoundingBoxNumber_22 numeric
@ATTRIBUTE GravityCenterX_22 numeric
@ATTRIBUTE GravityCenterY_22 numeric
@ATTRIBUTE CannyEdges_22 numeric

@DATA
Electricity, 3.50111, 0.280702, 0.231441, 0, 9, 1, 98.8282, 133.971, 2, 0.995633, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1.31579, 0.171053, 0.0657895, 0, 0, 1, 0, 0, 0, 2.83934, 0.434211, 0.0657895, 0, 0, 1, 0, 0, 0, 2.42382, 0.131579, 0.223684, 0, 0, 1, 0, 0, 1, 33.9681, 1, 0.763158, 0, 6, 3, 34.9739, 48.9915, 7, 24.0132, 0.671053, 0.552632, 0, 6, 2, 20.7377, 31.2188, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Paramedics, 5.64608, 0.384279, 0.449339, 1, 9, 2, 94.0272, 132.512, 4, 1.00881, 0, 0, 0, 0, 0, 1, 0, 0, 0, 21.7544, 0.907895, 0.453333, 0, 3, 2, 47.788, 43.1366, 4, 8.31579, 0.263158, 0.44, 0, 0, 1, 62.8553, 13.2699, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 57.9474, 0.973684, 1, 0, 5, 4, 32.212, 40.5216, 4, 19.0175, 0.342105, 1, 0, 3, 1, 34.3147, 14.7288, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2.19298, 0.263158, 0.0533333, 3, 0, 1, 0, 0, 0, 0.0701754, 0, 0, 0, 0, 1, 0, 0, 0
Car, 6.51411, 0.278261, 0.587719, 7, 10, 2, 109.943, 136.598, 10, 1.00877, 0, 0, 0, 0, 0, 1, 0, 0, 0, 17.313, 0.605263, 0.526316, 0, 4, 2, 57.5573, 50.8949, 3, 10.6302, 0.302632, 0.539474, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 37.6039, 0.473684, 1, 3, 3, 2, 33.9766, 38.9131, 4, 24.117, 0.315789, 1, 0, 2, 1, 0, 0, 7, 0, 0, 0, 0, 0, 1, 0, 0, 0, 18.3518, 0.644737, 0.394737, 0, 4, 1, 16.5437, 47.5905, 4, 4.53601, 0.289474, 0.171053, 0, 0, 1, 0, 0, 1
Accident, 6.23653, 0.416667, 0.47807, 8, 12, 3, 114.747, 144.328, 3, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4.74377, 0.342105, 0.197368, 0, 1, 1, 0, 0, 1, 8.06787, 0.342105, 0.263158, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 51.0042, 0.986842, 1, 6, 7, 4, 38.0247, 31.751, 5, 29.4321, 0.447368, 1, 2, 5, 3, 39.6054, 22.7445, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4.63989, 0.342105, 0.315789, 0, 1, 2, 0, 0, 1, 10.4571, 0.342105, 0.355263, 0, 0, 1, 0, 0, 2
Police, 6.74823, 0.469298, 0.469298, 4, 12, 2, 106.006, 134.716, 5, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 15.7895, 0.631579, 0.394737, 0, 3, 1, 0, 0, 2, 6.82133, 0.368421, 0.236842, 0, 0, 1, 0, 0, 2, 0.605956, 0.0394737, 0, 0, 0, 1, 0, 0, 0, 62.7597, 1, 1, 7, 9, 4, 27.4249, 32.0421, 9, 27.9432, 0.578947, 1, 3, 6, 3, 36.7354, 13.2646, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 6.73476, 0.434211, 0.210526, 0, 1, 1, 0, 0, 1, 0.294321, 0.0263158, 0.0263158, 0, 0, 1, 0, 0, 0
Gas, 6.4358, 0.432314, 0.572052, 0, 12, 2, 113.594, 131.805, 6, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 13.383, 0.618421, 0.381579, 0, 0, 1, 60.9696, 56.9369, 4, 13.2964, 0.605263, 0.328947, 0, 1, 1, 56.2717, 18.1708, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 52.1641, 0.947368, 1, 0, 7, 5, 36.5682, 36.1446, 3, 10.9765, 0.578947, 0.434211, 0, 2, 1, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 28.7223, 0.947368, 0.592105, 0, 4, 2, 30.3946, 37.6173, 2, 10.9245, 0.460526, 0.368421, 0, 2, 1, 0, 0, 2
RoadBlock, 5.72368, 0.418182, 0.416667, 2, 10, 2, 111.158, 117.96, 6, 0.964912, 0, 0, 0, 0, 0, 1, 0, 0, 0, 16.0779, 0.835616, 0.25, 0, 0, 1, 0, 0, 3, 0.666907, 0.0684932, 0.0657895, 0, 0, 1, 0, 0, 0, 3.85725, 0.0821918, 0.447368, 0, 0, 1, 0, 0, 0, 57.372, 1, 1, 1, 7, 2, 41.1252, 32.5422, 8, 19.5205, 0.30137, 0.986842, 0, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 6.03821, 0.575342, 0.118421, 0, 0, 1, 0, 0, 2, 0.0180245, 0, 0, 0, 0, 1, 0, 0, 0
FireBrigade, 6.88791, 0.423645, 0.447368, 1, 11, 3, 96.3111, 108.305, 6, 0.890351, 2.65122, 0.119403, 0.236842, 0, 0, 1, 0, 0, 1, 22.4863, 1, 0.289474, 0, 3, 1, 59.991, 34.0918, 3, 6.24509, 0.373134, 0.184211, 0, 0, 1, 0, 0, 1, 0.196386, 0.0149254, 0, 0, 0, 1, 0, 0, 0, 68.6764, 1, 1, 2, 5, 3, 32.8146, 31.0205, 8, 12.2349, 0.343284, 0.697368, 0, 2, 1, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 7.34485, 0.462687, 0.210526, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0
Electricity, 3.29817, 0.280702, 0.220264, 1, 8, 1, 100.252, 119.544, 3, 1.00441, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2.07018, 0.236842, 0.0933333, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5.21053, 0.236842, 0.306667, 0, 2, 1, 0, 0, 1, 34.4211, 1, 0.76, 1, 5, 3, 34.1438, 36.2639, 6, 20.0526, 0.460526, 0.6, 0, 3, 1, 40.6482, 15.7468, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Paramedics, 6.52149, 0.454148, 0.47807, 3, 8, 3, 102.502, 131.929, 3, 1.00439, 0, 0, 0, 0, 0, 1, 0, 0, 0, 23.892, 0.960526, 0.434211, 0, 6, 2, 50.0305, 33.9547, 3, 13.1579, 0.473684, 0.434211, 0, 1, 2, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 50.1385, 0.960526, 1, 1, 5, 3, 33.2564, 28.4223, 3, 26.5409, 0.526316, 1, 0, 3, 2, 46.7728, 33.2224, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 6.80402, 0.710526, 0.118421, 0, 0, 1, 0, 0, 1, 3.70499, 0.407895, 0.0921053, 0, 0, 1, 0, 0, 1
Police, 6.59054, 0.46696, 0.486842, 1, 14, 2, 118.115, 127.092, 5, 0.995614, 0.105263, 0, 0, 0, 0, 1, 0, 0, 0, 13.807, 0.613333, 0.328947, 0, 3, 1, 0, 0, 3, 0.175439, 0.0133333, 0.0131579, 0, 0, 1, 0, 0, 0, 4.66667, 0.173333, 0.342105, 0, 1, 1, 0, 0, 1, 58.7193, 1, 1, 0, 7, 5, 40.86, 34.0035, 9, 26.4561, 0.506667, 1, 0, 5, 2, 44.0915, 22.6988, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 13.193, 0.626667, 0.302632, 0, 1, 1, 0, 0, 2, 1.80702, 0.106667, 0.171053, 0, 0, 1, 0, 0, 1
Accident, 5.72484, 0.394737, 0.45614, 8, 11, 3, 116.478, 135.611, 8, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 6.02493, 0.421053, 0.197368, 0, 0, 1, 0, 0, 2, 7.96399, 0.328947, 0.276316, 0, 0, 1, 0, 0, 2, 0.657895, 0.0526316, 0.0657895, 0, 0, 1, 0, 0, 0, 53.0298, 1, 1, 8, 6, 4, 37.6733, 36.1969, 5, 24.5325, 0.328947, 1, 3, 1, 3, 46.275, 19.6694, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5.55748, 0.355263, 0.210526, 0, 1, 1, 0, 0, 2, 6.85596, 0.302632, 0.25, 0, 1, 1, 0, 0, 3
Car, 7.27419, 0.283843, 0.609649, 4, 9, 2, 102.043, 122.598, 6, 1.00439, 0, 0, 0, 0, 0, 1, 0, 0, 0, 37.4134, 0.881579, 0.723684, 1, 9, 1, 47.9883, 42.9142, 6, 2.5277, 0.118421, 0.276316, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 57.9813, 0.842105, 1, 1, 5, 3, 41.5322, 41.2585, 6, 1.90443, 0.0921053, 0.171053, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 20.6891, 0.828947, 0.381579, 0, 3, 1, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0
Gas, 5.85881, 0.423581, 0.5, 0, 12, 3, 121.899, 127.848, 4, 1.00439, 0.207756, 0.0263158, 0, 0, 0, 1, 0, 0, 0, 3.22022, 0.236842, 0.157895, 0, 0, 1, 0, 0, 2, 6.35388, 0.486842, 0.171053, 0, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 55.696, 1, 1, 0, 8, 4, 41.3762, 36.8788, 5, 13.2791, 0.394737, 0.434211, 0, 2, 1, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 27.1295, 0.921053, 0.631579, 0, 4, 2, 29.7039, 40.423, 2, 7.23684, 0.355263, 0.276316, 0, 0, 1, 18.6841, 13.9362, 1
FireBrigade, 6.6269, 0.453659, 0.489083, 8, 11, 3, 89.9867, 110.858, 6, 0.895196, 5.45666, 0.191176, 0.355263, 0, 1, 1, 0, 0, 2, 23.8584, 1, 0.368421, 1, 4, 2, 55.5747, 35.4064, 3, 10.0619, 0.352941, 0.315789, 0, 1, 1, 0, 0, 3, 0.309598, 0.0294118, 0.0131579, 0, 0, 1, 0, 0, 0, 63.9319, 1, 1, 3, 4, 2, 35.5833, 39.0847, 9, 9.34598, 0.220588, 0.605263, 0, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 8.45588, 0.455882, 0.223684, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0
Electricity, 3.20938, 0.258772, 0.191304, 0, 9, 1, 103.329, 134.867, 2, 0.991304, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.155817, 0, 0.0131579, 0, 0, 1, 0, 0, 0, 4.70914, 0.25, 0.25, 0, 0, 1, 0, 0, 2, 29.4321, 1, 0.697368, 0, 7, 2, 28.9155, 22.7487, 3, 26.2292, 0.605263, 0.631579, 0, 4, 1, 26.5486, 25.4848, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
