@RELATION imagette

@ATTRIBUTE label {Accident, Bomb, Car, Casualty, Electricity, Fire, FireBrigade, Flood, Gas, Injury, Paramedics, Person, Police, RoadBlock}
@ATTRIBUTE RatioBW_Global numeric
@ATTRIBUTE NbLinesBlackPixels_Global numeric
@ATTRIBUTE NbColsBlackPixels_Global numeric
@ATTRIBUTE HoughLines_Global numeric
@ATTRIBUTE HoughCircles_Global numeric
@ATTRIBUTE BoundingBoxNumber_Global numeric
@ATTRIBUTE GravityCenterX_Global numeric
@ATTRIBUTE GravityCenterY_Global numeric
@ATTRIBUTE CannyEdges_Global numeric
@ATTRIBUTE HWRatio_Global numeric
@ATTRIBUTE RatioBW_00 numeric
@ATTRIBUTE NbLinesBlackPixels_00 numeric
@ATTRIBUTE NbColsBlackPixels_00 numeric
@ATTRIBUTE HoughLines_00 numeric
@ATTRIBUTE HoughCircles_00 numeric
@ATTRIBUTE BoundingBoxNumber_00 numeric
@ATTRIBUTE GravityCenterX_00 numeric
@ATTRIBUTE GravityCenterY_00 numeric
@ATTRIBUTE CannyEdges_00 numeric
@ATTRIBUTE RatioBW_01 numeric
@ATTRIBUTE NbLinesBlackPixels_01 numeric
@ATTRIBUTE NbColsBlackPixels_01 numeric
@ATTRIBUTE HoughLines_01 numeric
@ATTRIBUTE HoughCircles_01 numeric
@ATTRIBUTE BoundingBoxNumber_01 numeric
@ATTRIBUTE GravityCenterX_01 numeric
@ATTRIBUTE GravityCenterY_01 numeric
@ATTRIBUTE CannyEdges_01 numeric
@ATTRIBUTE RatioBW_02 numeric
@ATTRIBUTE NbLinesBlackPixels_02 numeric
@ATTRIBUTE NbColsBlackPixels_02 numeric
@ATTRIBUTE HoughLines_02 numeric
@ATTRIBUTE HoughCircles_02 numeric
@ATTRIBUTE BoundingBoxNumber_02 numeric
@ATTRIBUTE GravityCenterX_02 numeric
@ATTRIBUTE GravityCenterY_02 numeric
@ATTRIBUTE CannyEdges_02 numeric
@ATTRIBUTE RatioBW_10 numeric
@ATTRIBUTE NbLinesBlackPixels_10 numeric
@ATTRIBUTE NbColsBlackPixels_10 numeric
@ATTRIBUTE HoughLines_10 numeric
@ATTRIBUTE HoughCircles_10 numeric
@ATTRIBUTE BoundingBoxNumber_10 numeric
@ATTRIBUTE GravityCenterX_10 numeric
@ATTRIBUTE GravityCenterY_10 numeric
@ATTRIBUTE CannyEdges_10 numeric
@ATTRIBUTE RatioBW_11 numeric
@ATTRIBUTE NbLinesBlackPixels_11 numeric
@ATTRIBUTE NbColsBlackPixels_11 numeric
@ATTRIBUTE HoughLines_11 numeric
@ATTRIBUTE HoughCircles_11 numeric
@ATTRIBUTE BoundingBoxNumber_11 numeric
@ATTRIBUTE GravityCenterX_11 numeric
@ATTRIBUTE GravityCenterY_11 numeric
@ATTRIBUTE CannyEdges_11 numeric
@ATTRIBUTE RatioBW_12 numeric
@ATTRIBUTE NbLinesBlackPixels_12 numeric
@ATTRIBUTE NbColsBlackPixels_12 numeric
@ATTRIBUTE HoughLines_12 numeric
@ATTRIBUTE HoughCircles_12 numeric
@ATTRIBUTE BoundingBoxNumber_12 numeric
@ATTRIBUTE GravityCenterX_12 numeric
@ATTRIBUTE GravityCenterY_12 numeric
@ATTRIBUTE CannyEdges_12 numeric
@ATTRIBUTE RatioBW_20 numeric
@ATTRIBUTE NbLinesBlackPixels_20 numeric
@ATTRIBUTE NbColsBlackPixels_20 numeric
@ATTRIBUTE HoughLines_20 numeric
@ATTRIBUTE HoughCircles_20 numeric
@ATTRIBUTE BoundingBoxNumber_20 numeric
@ATTRIBUTE GravityCenterX_20 numeric
@ATTRIBUTE GravityCenterY_20 numeric
@ATTRIBUTE CannyEdges_20 numeric
@ATTRIBUTE RatioBW_21 numeric
@ATTRIBUTE NbLinesBlackPixels_21 numeric
@ATTRIBUTE NbColsBlackPixels_21 numeric
@ATTRIBUTE HoughLines_21 numeric
@ATTRIBUTE HoughCircles_21 numeric
@ATTRIBUTE BoundingBoxNumber_21 numeric
@ATTRIBUTE GravityCenterX_21 numeric
@ATTRIBUTE GravityCenterY_21 numeric
@ATTRIBUTE CannyEdges_21 numeric
@ATTRIBUTE RatioBW_22 numeric
@ATTRIBUTE NbLinesBlackPixels_22 numeric
@ATTRIBUTE NbColsBlackPixels_22 numeric
@ATTRIBUTE HoughLines_22 numeric
@ATTRIBUTE HoughCircles_22 numeric
@ATTRIBUTE BoundingBoxNumber_22 numeric
@ATTRIBUTE GravityCenterX_22 numeric
@ATTRIBUTE GravityCenterY_22 numeric
@ATTRIBUTE CannyEdges_22 numeric

@DATA
Car, 10.3869, 0.428571, 0.6625, 9, 0, 1, 0, 0, 0, 0.13125, 0, 0, 0, 0, 0, 1, 0, 0, 0, 14.2857, 0.285714, 0.54717, 0, 0, 0, 0, 0, 0, 31.2668, 0.714286, 0.622642, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 48.7871, 0.714286, 1, 0, 0, 0, 0, 0, 0, 26.4151, 0.571429, 0.735849, 0, 0, 1, 0, 0, 0, 12.1294, 0.714286, 0.207547, 0, 0, 2, 0, 0, 0, 48.248, 1, 0.735849, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Paramedics, 7.62923, 0.544118, 0.454545, 10, 0, 2, 82.727, 63.8855, 0, 0.824242, 2.34343, 0.155556, 0.0545455, 0, 0, 1, 0, 0, 0, 4.0404, 0.266667, 0.218182, 0, 0, 1, 0, 0, 0, 13.8182, 0.577778, 0.836364, 0, 0, 1, 0, 0, 0, 14.2626, 0.622222, 0.454545, 0, 0, 1, 0, 0, 0, 20.8485, 0.822222, 0.927273, 0, 0, 3, 26.5447, 17.9945, 0, 34.7071, 0.822222, 1, 0, 0, 2, 0, 0, 0, 3.87879, 0.488889, 0.0909091, 0, 0, 1, 0, 0, 0, 5.09091, 0.511111, 0.254545, 0, 0, 2, 0, 0, 0, 3.15152, 0.2, 0.272727, 0, 0, 2, 0, 0, 0
Police, 0.602617, 0, 0.0247934, 0, 0, 1, 95.4639, 134.213, 0, 0.991736, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4.35938, 0.45, 0.125, 0, 0, 2, 0, 0, 0, 1.21875, 0.1125, 0.0625, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Accident, 5.2037, 0.442029, 0.228346, 0, 0, 1, 51.0226, 56.4051, 0, 1.08661, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1.44928, 0.0652174, 0.166667, 0, 0, 1, 0, 0, 0, 21.5321, 0.717391, 0.595238, 0, 0, 3, 0, 0, 0, 19.1511, 0.543478, 0.595238, 0, 0, 2, 0, 0, 0, 16.9255, 0.586957, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2.32919, 0.0652174, 0.333333, 0, 0, 1, 0, 0, 0
FireBrigade, 5.03117, 0.471074, 0.350877, 0, 0, 2, 0, 0, 0, 2.12281, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4.60526, 0.375, 0.157895, 0, 0, 1, 0, 0, 0, 6.57895, 0.45, 0.473684, 0, 0, 2, 0, 0, 0, 17.1053, 0.575, 0.473684, 0, 0, 1, 0, 0, 0, 6.44737, 0.3, 0.315789, 0, 0, 1, 0, 0, 0, 5.6579, 0.125, 0.473684, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3.68421, 0.325, 0.157895, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Car, 8.04297, 0.380952, 0.390244, 14, 0, 0, 0, 0, 0, 0.128049, 0, 0, 0, 0, 0, 1, 0, 0, 0, 36.2434, 0.714286, 0.740741, 0, 0, 1, 0, 0, 0, 9.78836, 0.428571, 0.5, 0, 0, 1, 0, 0, 0, 3.1746, 0.285714, 0.166667, 0, 0, 1, 0, 0, 0, 65.6085, 1, 0.944444, 0, 0, 0, 0, 0, 0, 7.40741, 0.285714, 0.462963, 0, 0, 1, 0, 0, 0, 22.2222, 0.714286, 0.796296, 0, 0, 0, 0, 0, 0, 31.746, 0.571429, 0.925926, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
RoadBlock, 0.368643, 0.0247934, 0, 0, 0, 0, 0, 0, 0, 1.00415, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1.64062, 0.075, 0.1875, 0, 0, 2, 0, 0, 0, 2.14063, 0.0625, 0.2125, 0, 0, 2, 0, 0, 0, 0.71875, 0.05, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Electricity, 0.198896, 0.00414938, 0.00826446, 0, 0, 0, 0, 0, 0, 0.995868, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Paramedics, 7.66216, 0.655405, 0.48, 0, 0, 3, 83.926, 57.7354, 0, 0.986667, 1.63265, 0.22449, 0.06, 0, 0, 1, 0, 0, 0, 6.40816, 0.591837, 0.26, 0, 0, 2, 0, 0, 0, 4.2449, 0.102041, 0.48, 0, 0, 1, 0, 0, 0, 11.9184, 0.571429, 0.4, 0, 0, 1, 0, 0, 0, 34.5714, 1, 1, 0, 0, 3, 24.187, 17.8071, 0, 14, 0.55102, 0.72, 0, 0, 2, 0, 0, 0, 0.163265, 0.0204082, 0, 0, 0, 1, 0, 0, 0, 17.0612, 0.714286, 0.7, 0, 0, 3, 0, 0, 0, 2.57143, 0.183673, 0.22, 0, 0, 2, 0, 0, 0
Gas, 0.478379, 0.00413223, 0.0165975, 0, 0, 1, 0, 0, 0, 1.00415, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4.6875, 0.5125, 0.2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.046875, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Car, 7.58333, 0.422222, 0.425, 7, 0, 1, 0, 0, 0, 0.28125, 0, 0, 0, 0, 0, 1, 0, 0, 0, 6.79245, 0.2, 0.528302, 0, 0, 1, 0, 0, 0, 16.2264, 0.333333, 0.867925, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 29.1824, 0.333333, 1, 0, 0, 1, 0, 0, 0, 6.79245, 0.2, 0.660377, 0, 0, 1, 0, 0, 0, 14.2138, 0.666667, 0.301887, 0, 0, 1, 0, 0, 0, 41.2579, 0.866667, 0.981132, 0, 0, 2, 0, 0, 0, 9.43396, 0.333333, 0.735849, 0, 0, 1, 0, 0, 0
FireBrigade, 6.54154, 0.526786, 0.346939, 0, 0, 0, 0, 0, 0, 2.28571, 0, 0, 0, 0, 0, 1, 0, 0, 0, 13.0068, 0.72973, 0.25, 0, 0, 1, 0, 0, 0, 9.7973, 0.432432, 0.25, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2.87162, 0.0540541, 0.5, 0, 0, 1, 0, 0, 0, 37.5, 0.945946, 0.5, 0, 0, 1, 0, 0, 0, 12.5, 0.621622, 0.25, 0, 0, 1, 0, 0, 0, 3.88514, 0.0540541, 0.6875, 0, 0, 1, 0, 0, 0
Police, 0.977945, 0.00829876, 0.0373444, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.5625, 0.0375, 0.05, 0, 0, 2, 0, 0, 0, 5.29688, 0.4875, 0.1375, 0, 0, 1, 0, 0, 0, 3.17188, 0.3125, 0.1125, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Accident, 1.63575, 0.0371901, 0.0705394, 6, 0, 1, 105.21, 178.948, 0, 1.00415, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2.5625, 0.0625, 0.2125, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 6.32813, 0.5625, 0.2875, 0, 0, 2, 0, 0, 0, 11.6875, 0.5875, 0.4375, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.203125, 0, 0.0125, 0, 0, 1, 0, 0, 0
FireBrigade, 4.20023, 0.363636, 0.183544, 3, 0, 2, 50.1439, 37.5458, 0, 0.905063, 8.51064, 0.808511, 0.115385, 0, 0, 1, 0, 0, 0, 17.4714, 1, 0.307692, 0, 0, 1, 0, 0, 0, 1.84124, 0.106383, 0.192308, 0, 0, 1, 0, 0, 0, 7.77414, 0.851064, 0.365385, 0, 0, 1, 0, 0, 0, 4.2144, 0.148936, 0.5, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2.33224, 0.170213, 0.153846, 0, 0, 1, 0, 0, 0, 9.6563, 0.680851, 0.480769, 0, 0, 2, 0, 0, 0, 0.695581, 0.0638298, 0.0769231, 0, 0, 2, 0, 0, 0
Paramedics, 4.78466, 0.312883, 0.261307, 6, 1, 3, 78.3169, 101.066, 0, 0.819095, 2.30079, 0.148148, 0.0757576, 0, 0, 1, 0, 0, 0, 16.5544, 0.962963, 0.515152, 0, 0, 2, 0, 0, 0, 7.82828, 0.796296, 0.151515, 0, 0, 1, 0, 0, 0, 2.10438, 0.222222, 0.181818, 0, 0, 2, 0, 0, 0, 29.798, 0.944444, 0.909091, 0, 0, 3, 0, 0, 0, 3.90011, 0.259259, 0.242424, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3.14254, 0.185185, 0.227273, 0, 0, 2, 0, 0, 0, 1.76768, 0.240741, 0.0757576, 0, 0, 1, 0, 0, 0
RoadBlock, 0.313356, 0.0207469, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1.20313, 0.075, 0.15, 0, 0, 2, 0, 0, 0, 1.01563, 0.05, 0, 0, 0, 2, 0, 0, 0, 0.8125, 0.05, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Gas, 0.420053, 0, 0.0123967, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1.03125, 0.1125, 0.1125, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0.53125, 0.0625, 0.0625, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
