@RELATION imagette

@ATTRIBUTE label {Accident, Bomb, Car, Casualty, Electricity, Fire, FireBrigade, Flood, Gas, Injury, Paramedics, Person, Police, RoadBlock}
@ATTRIBUTE RatioBW_Global numeric
@ATTRIBUTE NbLinesBlackPixels_Global numeric
@ATTRIBUTE NbColsBlackPixels_Global numeric
@ATTRIBUTE HoughLines_Global numeric
@ATTRIBUTE HoughCircles_Global numeric
@ATTRIBUTE BoundingBoxNumber_Global numeric
@ATTRIBUTE GravityCenterX_Global numeric
@ATTRIBUTE GravityCenterY_Global numeric
@ATTRIBUTE CannyEdges_Global numeric
@ATTRIBUTE HWRatio_Global numeric
@ATTRIBUTE RatioBW_00 numeric
@ATTRIBUTE NbLinesBlackPixels_00 numeric
@ATTRIBUTE NbColsBlackPixels_00 numeric
@ATTRIBUTE HoughLines_00 numeric
@ATTRIBUTE HoughCircles_00 numeric
@ATTRIBUTE BoundingBoxNumber_00 numeric
@ATTRIBUTE GravityCenterX_00 numeric
@ATTRIBUTE GravityCenterY_00 numeric
@ATTRIBUTE CannyEdges_00 numeric
@ATTRIBUTE RatioBW_01 numeric
@ATTRIBUTE NbLinesBlackPixels_01 numeric
@ATTRIBUTE NbColsBlackPixels_01 numeric
@ATTRIBUTE HoughLines_01 numeric
@ATTRIBUTE HoughCircles_01 numeric
@ATTRIBUTE BoundingBoxNumber_01 numeric
@ATTRIBUTE GravityCenterX_01 numeric
@ATTRIBUTE GravityCenterY_01 numeric
@ATTRIBUTE CannyEdges_01 numeric
@ATTRIBUTE RatioBW_02 numeric
@ATTRIBUTE NbLinesBlackPixels_02 numeric
@ATTRIBUTE NbColsBlackPixels_02 numeric
@ATTRIBUTE HoughLines_02 numeric
@ATTRIBUTE HoughCircles_02 numeric
@ATTRIBUTE BoundingBoxNumber_02 numeric
@ATTRIBUTE GravityCenterX_02 numeric
@ATTRIBUTE GravityCenterY_02 numeric
@ATTRIBUTE CannyEdges_02 numeric
@ATTRIBUTE RatioBW_10 numeric
@ATTRIBUTE NbLinesBlackPixels_10 numeric
@ATTRIBUTE NbColsBlackPixels_10 numeric
@ATTRIBUTE HoughLines_10 numeric
@ATTRIBUTE HoughCircles_10 numeric
@ATTRIBUTE BoundingBoxNumber_10 numeric
@ATTRIBUTE GravityCenterX_10 numeric
@ATTRIBUTE GravityCenterY_10 numeric
@ATTRIBUTE CannyEdges_10 numeric
@ATTRIBUTE RatioBW_11 numeric
@ATTRIBUTE NbLinesBlackPixels_11 numeric
@ATTRIBUTE NbColsBlackPixels_11 numeric
@ATTRIBUTE HoughLines_11 numeric
@ATTRIBUTE HoughCircles_11 numeric
@ATTRIBUTE BoundingBoxNumber_11 numeric
@ATTRIBUTE GravityCenterX_11 numeric
@ATTRIBUTE GravityCenterY_11 numeric
@ATTRIBUTE CannyEdges_11 numeric
@ATTRIBUTE RatioBW_12 numeric
@ATTRIBUTE NbLinesBlackPixels_12 numeric
@ATTRIBUTE NbColsBlackPixels_12 numeric
@ATTRIBUTE HoughLines_12 numeric
@ATTRIBUTE HoughCircles_12 numeric
@ATTRIBUTE BoundingBoxNumber_12 numeric
@ATTRIBUTE GravityCenterX_12 numeric
@ATTRIBUTE GravityCenterY_12 numeric
@ATTRIBUTE CannyEdges_12 numeric
@ATTRIBUTE RatioBW_20 numeric
@ATTRIBUTE NbLinesBlackPixels_20 numeric
@ATTRIBUTE NbColsBlackPixels_20 numeric
@ATTRIBUTE HoughLines_20 numeric
@ATTRIBUTE HoughCircles_20 numeric
@ATTRIBUTE BoundingBoxNumber_20 numeric
@ATTRIBUTE GravityCenterX_20 numeric
@ATTRIBUTE GravityCenterY_20 numeric
@ATTRIBUTE CannyEdges_20 numeric
@ATTRIBUTE RatioBW_21 numeric
@ATTRIBUTE NbLinesBlackPixels_21 numeric
@ATTRIBUTE NbColsBlackPixels_21 numeric
@ATTRIBUTE HoughLines_21 numeric
@ATTRIBUTE HoughCircles_21 numeric
@ATTRIBUTE BoundingBoxNumber_21 numeric
@ATTRIBUTE GravityCenterX_21 numeric
@ATTRIBUTE GravityCenterY_21 numeric
@ATTRIBUTE CannyEdges_21 numeric
@ATTRIBUTE RatioBW_22 numeric
@ATTRIBUTE NbLinesBlackPixels_22 numeric
@ATTRIBUTE NbColsBlackPixels_22 numeric
@ATTRIBUTE HoughLines_22 numeric
@ATTRIBUTE HoughCircles_22 numeric
@ATTRIBUTE BoundingBoxNumber_22 numeric
@ATTRIBUTE GravityCenterX_22 numeric
@ATTRIBUTE GravityCenterY_22 numeric
@ATTRIBUTE CannyEdges_22 numeric

@DATA
Car, 6.28695, 0.270492, 0.639344, 61, 14, 2, 122.035, 165.421, 7, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 13.5498, 0.555556, 0.654321, 2, 4, 2, 59.2904, 47.2099, 2, 32.2207, 0.580247, 0.901235, 3, 7, 2, 45.1883, 29.9362, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 17.9241, 0.308642, 1, 1, 2, 2, 40.0949, 39.2791, 3, 34.9032, 0.580247, 1, 3, 7, 2, 42.161, 31.7172, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 15.394, 0.604938, 0.617284, 6, 4, 2, 0, 0, 3, 26.0326, 0.530864, 0.901235, 2, 7, 2, 42.7066, 29.2773, 3
Police, 5.60392, 0.632231, 0.581967, 28, 13, 3, 110.235, 144.822, 7, 0.991803, 2.46914, 0.1625, 0.160494, 0, 0, 1, 0, 0, 2, 18.8735, 1, 0.481481, 0, 2, 2, 48.7432, 49.4847, 2, 10.7099, 0.65, 0.320988, 0, 0, 2, 0, 0, 2, 14.537, 0.425, 0.740741, 0, 3, 2, 17.8643, 57.9237, 2, 34.7222, 1, 0.925926, 0, 6, 3, 40.9356, 41.4112, 6, 26.4198, 0.85, 1, 4, 5, 2, 31.8961, 54.1023, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 13.3333, 0.725, 0.493827, 1, 1, 2, 27.9813, 55.3886, 2, 11.6975, 0.575, 0.506173, 0, 1, 2, 26.0386, 19.6862, 2
RoadBlock, 3.85718, 0.258197, 0.506173, 7, 11, 3, 123.521, 128.247, 7, 1.00412, 0, 0, 0, 0, 0, 1, 0, 0, 0, 17.3449, 0.962963, 0.481481, 0, 1, 2, 59.2363, 48.0366, 2, 3.82564, 0.209877, 0.234568, 0, 0, 1, 0, 0, 2, 15.8665, 0.259259, 0.901235, 0, 1, 1, 37.5315, 65.109, 2, 21.9021, 0.518519, 1, 5, 4, 2, 36.029, 45.2272, 3, 16.5828, 0.308642, 1, 0, 0, 2, 32.7313, 18.679, 2, 1.56988, 0.111111, 0.135802, 0, 0, 1, 0, 0, 1, 17.4059, 1, 0.345679, 0, 0, 2, 19.1569, 44.6973, 2, 0.182899, 0.0123457, 0, 0, 0, 1, 0, 0, 0
Gas, 6.22006, 0.782787, 0.481481, 43, 13, 0, 107.14, 127.649, 5, 1.00412, 8.21521, 0.432099, 0.395062, 0, 3, 1, 55.0885, 49.4062, 1, 3.49032, 0.246914, 0.17284, 0, 0, 1, 0, 0, 2, 23.152, 1, 0.444444, 0, 1, 2, 52.6182, 56.0641, 2, 25.5296, 0.62963, 1, 6, 9, 2, 47.3427, 40.7029, 3, 45.0998, 1, 1, 8, 8, 5, 17.9454, 27.6764, 7, 41.0303, 1, 0.864198, 2, 8, 3, 40.6969, 52.954, 3, 0.0609663, 0, 0, 0, 0, 1, 0, 0, 0, 5.22786, 0.493827, 0.111111, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0
Accident, 8.04247, 0.62963, 0.427984, 24, 13, 3, 114.489, 132.069, 16, 1, 5.6089, 0.333333, 0.296296, 0, 0, 1, 0, 0, 1, 16.8572, 1, 0.358025, 5, 0, 2, 56.0742, 40.6818, 2, 14.2661, 0.641975, 0.54321, 0, 2, 2, 58.2952, 38.1429, 2, 22.1155, 0.358025, 0.962963, 1, 1, 2, 30.6141, 60.1642, 3, 48.2701, 1, 0.728395, 1, 8, 2, 36.441, 41.977, 9, 30.1783, 0.716049, 1, 1, 7, 3, 37.1419, 45.8271, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 13.9156, 0.864198, 0.358025, 2, 3, 2, 15.0219, 53.5467, 2, 12.4524, 0.691358, 0.382716, 0, 0, 2, 24.8098, 23.5461, 2
Paramedics, 12.0832, 0.584362, 0.641975, 47, 15, 2, 124.134, 140.185, 22, 1, 7.72748, 0.271605, 0.419753, 0, 1, 1, 59.6496, 66.5513, 2, 19.4635, 1, 0.333333, 4, 1, 2, 46.1757, 37.3367, 3, 19.7836, 0.765432, 0.493827, 0, 1, 2, 49.4417, 29.6969, 3, 17.6955, 0.222222, 1, 1, 1, 1, 62.5359, 64.995, 2, 49.6113, 0.864198, 1, 1, 5, 1, 42.7057, 41.7234, 9, 60.631, 0.777778, 1, 2, 8, 3, 38.9712, 40.1976, 8, 7.46837, 0.222222, 0.469136, 0, 0, 1, 0, 0, 2, 24.8438, 1, 0.604938, 3, 4, 2, 42.7743, 41.5907, 5, 22.7557, 0.716049, 0.654321, 0, 4, 2, 29.5711, 28.9913, 4
RoadBlock, 3.7562, 0.27572, 0.452675, 4, 13, 3, 102.462, 126.892, 6, 1, 2.22527, 0.123457, 0.185185, 0, 1, 1, 0, 0, 1, 23.7921, 1, 0.604938, 0, 3, 2, 40.2753, 39.3513, 4, 4.4353, 0.17284, 0.320988, 0, 0, 1, 0, 0, 2, 19.2349, 0.320988, 1, 0, 1, 2, 63.7812, 65.3418, 3, 19.4025, 0.62963, 1, 0, 5, 1, 44.3199, 37.8102, 3, 12.6353, 0.222222, 0.802469, 0, 0, 1, 0, 0, 1, 0.0762079, 0, 0, 0, 0, 1, 0, 0, 0, 10.8825, 0.777778, 0.185185, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0
Electricity, 3.12584, 0.270492, 0.254098, 5, 8, 0, 89.8454, 144.992, 5, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 12.681, 0.839506, 0.197531, 0, 0, 1, 0, 0, 2, 11.9646, 0.703704, 0.320988, 0, 0, 1, 60.7816, 52.1833, 3, 6.03567, 0.320988, 0.345679, 0, 1, 1, 24.992, 60.6855, 1, 12.5743, 0.518519, 0.580247, 0, 4, 1, 0, 0, 6, 32.4036, 1, 0.703704, 5, 9, 2, 48.2835, 34.0612, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
FireBrigade, 5.51508, 0.581967, 0.465021, 25, 11, 1, 117.637, 128.92, 2, 1.00412, 0.0609663, 0, 0, 0, 0, 1, 0, 0, 0, 14.1899, 0.938272, 0.234568, 2, 0, 1, 0, 0, 2, 13.1992, 0.790123, 0.234568, 3, 0, 1, 69.0928, 18.5368, 2, 14.2661, 0.234568, 0.925926, 0, 0, 1, 14.4627, 69.2336, 2, 43.7738, 1, 1, 1, 7, 3, 25.3844, 27.2829, 5, 24.2494, 0.802469, 1, 1, 4, 2, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 13.5193, 0.802469, 0.419753, 2, 3, 2, 15.9124, 59.5518, 3, 6.21856, 0.308642, 0.345679, 0, 3, 1, 0, 0, 2
Car, 5.89287, 0.254098, 0.526749, 35, 13, 2, 121.817, 164.939, 7, 1.00412, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9.26688, 0.45679, 0.358025, 1, 3, 1, 0, 0, 2, 26.8709, 0.518519, 0.876543, 0, 7, 1, 44.1362, 24.9143, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 23.3653, 0.530864, 1, 0, 6, 2, 35.5034, 44.3778, 3, 34.9489, 0.530864, 1, 3, 6, 3, 44.4741, 25.7408, 8, 0, 0, 0, 0, 0, 1, 0, 0, 0, 13.2602, 0.45679, 0.444444, 0, 3, 2, 25.0777, 54.2424, 2, 22.649, 0.530864, 0.654321, 0, 5, 1, 31.482, 25.2441, 2
Gas, 5.52103, 0.704918, 0.377049, 48, 11, 0, 100.14, 135.505, 5, 1, 3.2617, 0.17284, 0.234568, 0, 0, 1, 0, 0, 2, 1.12788, 0.0864198, 0.0864198, 0, 0, 1, 0, 0, 1, 20.317, 0.888889, 0.407407, 0, 4, 1, 55.1733, 50.8251, 4, 16.1408, 0.580247, 0.666667, 0, 4, 2, 37.5147, 55.2334, 4, 50.2972, 1, 0.82716, 0, 7, 3, 45.8724, 42.5948, 5, 41.3961, 1, 0.765432, 6, 9, 2, 31.6874, 51.6775, 7, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Accident, 8.62005, 0.639344, 0.662551, 76, 13, 2, 115.176, 126.159, 8, 1.00412, 1.00594, 0.0864198, 0.0617284, 0, 0, 1, 0, 0, 1, 16.278, 1, 0.395062, 3, 1, 2, 0, 0, 2, 24.4475, 1, 0.654321, 1, 5, 2, 30.7222, 48.962, 2, 26.9014, 0.740741, 0.91358, 0, 4, 2, 38.7401, 39.723, 2, 46.5173, 1, 0.790123, 1, 11, 2, 30.2461, 31.7421, 6, 37.9973, 0.975309, 1, 1, 7, 2, 37.1718, 30.631, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 12.5438, 0.814815, 0.308642, 2, 0, 2, 0, 0, 2, 18.4118, 0.950617, 0.444444, 0, 1, 2, 27.6032, 41.7871, 2
Police, 6.16098, 0.63786, 0.563786, 49, 13, 3, 113.096, 142.477, 7, 1, 0.121933, 0, 0, 0, 0, 1, 0, 0, 0, 19.4787, 0.987654, 0.518519, 3, 1, 2, 47.3857, 55.3769, 2, 9.99848, 0.54321, 0.395062, 0, 4, 2, 64.5907, 21.9857, 2, 14.7234, 0.518519, 0.54321, 0, 5, 2, 0, 0, 3, 46.3344, 1, 1, 5, 8, 3, 45.2583, 35.9418, 7, 27.8159, 0.864198, 1, 1, 5, 3, 30.5691, 59.3009, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5.13641, 0.358025, 0.209877, 0, 2, 1, 0, 0, 2, 13.0925, 0.641975, 0.395062, 0, 3, 2, 19.5544, 29.0266, 2
Paramedics, 12.8057, 0.659836, 0.668033, 47, 14, 1, 129.701, 147.328, 21, 1, 4.77061, 0.148148, 0.37037, 0, 0, 1, 0, 0, 1, 18.9605, 1, 0.358025, 2, 2, 2, 51.5503, 45.6918, 3, 23.1977, 1, 0.493827, 0, 4, 2, 51.7197, 39.7056, 3, 13.3821, 0.185185, 0.975309, 0, 2, 1, 62.0232, 65.3145, 4, 52.5987, 0.987654, 1, 2, 10, 2, 40.0093, 35.9761, 13, 73.0681, 1, 1, 3, 7, 2, 45.4765, 40.301, 14, 4.11523, 0.17284, 0.296296, 0, 0, 1, 0, 0, 0, 32.053, 1, 0.728395, 2, 4, 2, 33.2229, 43.1567, 6, 26.627, 0.876543, 0.740741, 0, 4, 2, 39.9347, 42.12, 4
