@RELATION imagette

@ATTRIBUTE label {Accident, Bomb, Car, Casualty, Electricity, Fire, FireBrigade, Flood, Gas, Injury, Paramedics, Person, Police, RoadBlock}
@ATTRIBUTE RatioBW_Global numeric
@ATTRIBUTE NbLinesBlackPixels_Global numeric
@ATTRIBUTE NbColsBlackPixels_Global numeric
@ATTRIBUTE HoughLines_Global numeric
@ATTRIBUTE HoughCircles_Global numeric
@ATTRIBUTE BoundingBoxNumber_Global numeric
@ATTRIBUTE GravityCenterX_Global numeric
@ATTRIBUTE GravityCenterY_Global numeric
@ATTRIBUTE CannyEdges_Global numeric
@ATTRIBUTE HWRatio_Global numeric
@ATTRIBUTE RatioBW_3x3_00 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_00 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_00 numeric
@ATTRIBUTE HoughLines_3x3_00 numeric
@ATTRIBUTE HoughCircles_3x3_00 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_00 numeric
@ATTRIBUTE GravityCenterX_3x3_00 numeric
@ATTRIBUTE GravityCenterY_3x3_00 numeric
@ATTRIBUTE CannyEdges_3x3_00 numeric
@ATTRIBUTE RatioBW_3x3_01 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_01 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_01 numeric
@ATTRIBUTE HoughLines_3x3_01 numeric
@ATTRIBUTE HoughCircles_3x3_01 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_01 numeric
@ATTRIBUTE GravityCenterX_3x3_01 numeric
@ATTRIBUTE GravityCenterY_3x3_01 numeric
@ATTRIBUTE CannyEdges_3x3_01 numeric
@ATTRIBUTE RatioBW_3x3_02 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_02 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_02 numeric
@ATTRIBUTE HoughLines_3x3_02 numeric
@ATTRIBUTE HoughCircles_3x3_02 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_02 numeric
@ATTRIBUTE GravityCenterX_3x3_02 numeric
@ATTRIBUTE GravityCenterY_3x3_02 numeric
@ATTRIBUTE CannyEdges_3x3_02 numeric
@ATTRIBUTE RatioBW_3x3_10 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_10 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_10 numeric
@ATTRIBUTE HoughLines_3x3_10 numeric
@ATTRIBUTE HoughCircles_3x3_10 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_10 numeric
@ATTRIBUTE GravityCenterX_3x3_10 numeric
@ATTRIBUTE GravityCenterY_3x3_10 numeric
@ATTRIBUTE CannyEdges_3x3_10 numeric
@ATTRIBUTE RatioBW_3x3_11 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_11 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_11 numeric
@ATTRIBUTE HoughLines_3x3_11 numeric
@ATTRIBUTE HoughCircles_3x3_11 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_11 numeric
@ATTRIBUTE GravityCenterX_3x3_11 numeric
@ATTRIBUTE GravityCenterY_3x3_11 numeric
@ATTRIBUTE CannyEdges_3x3_11 numeric
@ATTRIBUTE RatioBW_3x3_12 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_12 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_12 numeric
@ATTRIBUTE HoughLines_3x3_12 numeric
@ATTRIBUTE HoughCircles_3x3_12 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_12 numeric
@ATTRIBUTE GravityCenterX_3x3_12 numeric
@ATTRIBUTE GravityCenterY_3x3_12 numeric
@ATTRIBUTE CannyEdges_3x3_12 numeric
@ATTRIBUTE RatioBW_3x3_20 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_20 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_20 numeric
@ATTRIBUTE HoughLines_3x3_20 numeric
@ATTRIBUTE HoughCircles_3x3_20 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_20 numeric
@ATTRIBUTE GravityCenterX_3x3_20 numeric
@ATTRIBUTE GravityCenterY_3x3_20 numeric
@ATTRIBUTE CannyEdges_3x3_20 numeric
@ATTRIBUTE RatioBW_3x3_21 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_21 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_21 numeric
@ATTRIBUTE HoughLines_3x3_21 numeric
@ATTRIBUTE HoughCircles_3x3_21 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_21 numeric
@ATTRIBUTE GravityCenterX_3x3_21 numeric
@ATTRIBUTE GravityCenterY_3x3_21 numeric
@ATTRIBUTE CannyEdges_3x3_21 numeric
@ATTRIBUTE RatioBW_3x3_22 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_22 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_22 numeric
@ATTRIBUTE HoughLines_3x3_22 numeric
@ATTRIBUTE HoughCircles_3x3_22 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_22 numeric
@ATTRIBUTE GravityCenterX_3x3_22 numeric
@ATTRIBUTE GravityCenterY_3x3_22 numeric
@ATTRIBUTE CannyEdges_3x3_22 numeric
@ATTRIBUTE RatioBW_2x2_00 numeric
@ATTRIBUTE NbLinesBlackPixels_2x2_00 numeric
@ATTRIBUTE NbColsBlackPixels_2x2_00 numeric
@ATTRIBUTE HoughLines_2x2_00 numeric
@ATTRIBUTE HoughCircles_2x2_00 numeric
@ATTRIBUTE BoundingBoxNumber_2x2_00 numeric
@ATTRIBUTE GravityCenterX_2x2_00 numeric
@ATTRIBUTE GravityCenterY_2x2_00 numeric
@ATTRIBUTE CannyEdges_2x2_00 numeric
@ATTRIBUTE RatioBW_2x2_01 numeric
@ATTRIBUTE NbLinesBlackPixels_2x2_01 numeric
@ATTRIBUTE NbColsBlackPixels_2x2_01 numeric
@ATTRIBUTE HoughLines_2x2_01 numeric
@ATTRIBUTE HoughCircles_2x2_01 numeric
@ATTRIBUTE BoundingBoxNumber_2x2_01 numeric
@ATTRIBUTE GravityCenterX_2x2_01 numeric
@ATTRIBUTE GravityCenterY_2x2_01 numeric
@ATTRIBUTE CannyEdges_2x2_01 numeric
@ATTRIBUTE RatioBW_2x2_10 numeric
@ATTRIBUTE NbLinesBlackPixels_2x2_10 numeric
@ATTRIBUTE NbColsBlackPixels_2x2_10 numeric
@ATTRIBUTE HoughLines_2x2_10 numeric
@ATTRIBUTE HoughCircles_2x2_10 numeric
@ATTRIBUTE BoundingBoxNumber_2x2_10 numeric
@ATTRIBUTE GravityCenterX_2x2_10 numeric
@ATTRIBUTE GravityCenterY_2x2_10 numeric
@ATTRIBUTE CannyEdges_2x2_10 numeric
@ATTRIBUTE RatioBW_2x2_11 numeric
@ATTRIBUTE NbLinesBlackPixels_2x2_11 numeric
@ATTRIBUTE NbColsBlackPixels_2x2_11 numeric
@ATTRIBUTE HoughLines_2x2_11 numeric
@ATTRIBUTE HoughCircles_2x2_11 numeric
@ATTRIBUTE BoundingBoxNumber_2x2_11 numeric
@ATTRIBUTE GravityCenterX_2x2_11 numeric
@ATTRIBUTE GravityCenterY_2x2_11 numeric
@ATTRIBUTE CannyEdges_2x2_11 numeric

@DATA
FireBrigade, 26.9267, 0.968, 0.991667, 12, 10, 5, 59.5643, 65.1276, 8, 1.04167, 71.0976, 1, 1, 0, 2, 2, 18.891, 23.1294, 4, 89.6951, 1, 0.95, 0, 1, 0, 19.9528, 23.0086, 5, 83.7195, 1, 1, 0, 2, 0, 0, 0, 5, 24.3293, 0.512195, 0.875, 0, 2, 1, 0, 0, 2, 48.4146, 0.853659, 1, 0, 1, 1, 0, 0, 3, 44.2683, 0.756098, 1, 0, 2, 2, 19.4839, 21.4865, 2, 0.365854, 0.0243902, 0, 0, 0, 1, 0, 0, 0, 57.6829, 1, 1, 0, 3, 2, 0, 0, 2, 30.3049, 0.463415, 1, 0, 1, 1, 0, 0, 2, 75.7527, 1, 1, 4, 4, 1, 31.0062, 32.1102, 2, 85.5914, 1, 1, 0, 3, 2, 28.9991, 33.5353, 2, 28.5484, 0.483871, 1, 0, 3, 1, 0, 0, 1, 40.7527, 0.790323, 1, 0, 3, 2, 41.0375, 28.5334, 2
Electricity, 21.0916, 0.989011, 0.933333, 1, 6, 3, 40.8049, 87.3371, 4, 2.42667, 18.8667, 0.483333, 0.48, 0, 0, 1, 0, 0, 1, 2.53333, 0.133333, 0.2, 0, 0, 1, 0, 0, 0, 63.4667, 0.716667, 1, 0, 1, 1, 0, 0, 4, 53.4, 0.916667, 1, 0, 1, 2, 0, 0, 2, 38.8667, 0.716667, 1, 0, 0, 1, 0, 0, 3, 62.9333, 0.95, 1, 0, 1, 2, 0, 0, 4, 19.2, 0.45, 0.68, 0, 2, 1, 0, 0, 2, 61.8667, 0.9, 1, 0, 1, 1, 0, 0, 3, 10.8, 0.266667, 0.52, 0, 0, 1, 0, 0, 1, 32.4918, 0.736264, 0.702703, 0, 2, 1, 0, 0, 3, 49.599, 0.659341, 1, 0, 3, 1, 0, 0, 4, 45.6192, 0.912088, 0.864865, 0, 2, 2, 0, 0, 4, 43.7481, 0.89011, 1, 1, 6, 2, 0, 0, 3
Paramedics, 24.875, 0.976, 0.984375, 3, 9, 5, 63.8621, 61.6829, 8, 0.976563, 41.8118, 0.756098, 1, 0, 1, 2, 18.8561, 25.2561, 2, 48.4321, 1, 0.809524, 0, 1, 2, 0, 0, 2, 52.0325, 1, 0.690476, 0, 0, 2, 0, 0, 3, 30.662, 0.609756, 0.761905, 0, 2, 2, 14.9115, 19.305, 1, 61.7886, 0.951219, 1, 0, 2, 3, 0, 0, 3, 33.2172, 0.365854, 1, 0, 0, 1, 0, 0, 2, 44.7154, 1, 0.761905, 0, 2, 2, 18.9591, 18.0962, 2, 45.0058, 1, 0.642857, 0, 0, 1, 0, 0, 4, 56.3879, 1, 1, 0, 2, 2, 0, 0, 3, 56.8044, 0.967742, 1, 1, 5, 2, 40.6369, 23.0211, 3, 52.1421, 1, 0.921875, 0, 3, 2, 30.4871, 33.3609, 2, 53.125, 1, 1, 0, 4, 2, 42.5608, 25.1492, 3, 54.2339, 1, 1, 2, 4, 2, 34.6978, 32.4149, 1
RoadBlock, 25.0082, 0.991071, 0.981651, 0, 8, 4, 56.9418, 61.1473, 6, 1.02752, 24.4745, 0.540541, 0.694444, 0, 0, 1, 0, 0, 2, 71.0961, 1, 1, 0, 2, 1, 0, 0, 3, 59.8348, 1, 1, 0, 2, 1, 0, 0, 2, 36.9369, 0.891892, 1, 0, 0, 1, 0, 0, 3, 52.1021, 0.702703, 1, 0, 0, 2, 19.1159, 18.3108, 2, 44.8949, 0.837838, 1, 0, 1, 2, 16.6927, 20.409, 2, 60.3604, 1, 1, 0, 1, 2, 0, 0, 2, 60.5856, 1, 1, 0, 1, 2, 19.7065, 17.3553, 3, 29.3544, 0.675676, 0.722222, 0, 1, 1, 10.2014, 10.4132, 2, 44.6429, 0.964286, 1, 0, 3, 2, 32.3141, 34.0693, 2, 73.0159, 1, 1, 0, 4, 1, 26.6486, 27.0123, 4, 58.631, 1, 1, 0, 2, 2, 0, 0, 3, 54.6958, 0.982143, 1, 0, 3, 2, 31.3619, 17.1917, 0
Accident, 27.5733, 0.969697, 0.983471, 12, 13, 4, 57.3551, 49.9209, 11, 0.818182, 57.1212, 1, 0.725, 0, 3, 1, 19.1337, 14.2778, 3, 62.8788, 1, 1, 0, 3, 2, 22.2271, 11.57, 2, 57.5758, 0.909091, 1, 0, 1, 2, 0, 0, 3, 39.7727, 0.909091, 0.675, 0, 2, 1, 0, 0, 2, 74.9242, 1, 1, 1, 2, 1, 19.8768, 12.3117, 4, 64.5455, 1, 1, 0, 1, 2, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 18.7121, 0.575758, 0.55, 0, 1, 1, 0, 0, 1, 84.5455, 1, 1, 0, 2, 1, 11.9019, 12.554, 4, 75.034, 1, 0.95, 0, 8, 2, 27.1689, 19.6915, 3, 74.1837, 1, 1, 1, 4, 1, 0, 0, 2, 14.2857, 0.591837, 0.416667, 0, 2, 1, 0, 0, 2, 74.4898, 1, 1, 1, 5, 2, 34.1565, 22.2834, 4
Car, 29.4719, 0.979798, 0.971429, 22, 17, 6, 92.1081, 50.0676, 12, 0.565714, 58.9342, 1, 0.931035, 0, 3, 2, 16.6185, 16.2257, 4, 65.883, 1, 1, 0, 1, 1, 0, 0, 4, 32.0272, 0.575758, 0.62069, 0, 1, 1, 0, 0, 1, 55.3814, 0.606061, 1, 1, 0, 1, 0, 0, 4, 38.4013, 0.545455, 1, 0, 0, 1, 0, 0, 1, 51.6719, 1, 1, 0, 3, 2, 0, 0, 3, 56.2174, 1, 0.913793, 0, 4, 2, 43.4758, 14.9844, 3, 59.1954, 1, 1, 0, 4, 1, 39.3664, 20.708, 4, 53.4483, 1, 0.982759, 0, 1, 2, 0, 0, 2, 55.2897, 1, 1, 5, 5, 2, 32.2509, 26.9172, 1, 56.0873, 0.836735, 1, 2, 7, 1, 37.7264, 21.66, 1, 51.255, 1, 1, 1, 7, 2, 62.7893, 23.562, 2, 76.6362, 1, 1, 2, 6, 2, 29.2321, 17.3846, 6
Police, 32.04, 0.966942, 0.947368, 1, 11, 6, 47.348, 55.3709, 10, 1.27368, 35.3226, 0.95, 0.677419, 0, 0, 1, 0, 0, 1, 75.9677, 1, 1, 0, 4, 1, 0, 0, 5, 19.9194, 0.325, 0.870968, 0, 0, 1, 0, 0, 1, 84.5968, 1, 1, 0, 3, 1, 0, 0, 5, 81.5323, 1, 1, 0, 4, 1, 0, 0, 6, 77.1774, 1, 1, 0, 0, 1, 0, 0, 3, 27.9839, 0.475, 1, 0, 1, 1, 0, 0, 1, 74.4355, 1, 1, 0, 5, 1, 0, 0, 4, 21.5323, 0.725, 0.483871, 0, 0, 1, 0, 0, 1, 72.695, 1, 1, 1, 4, 1, 0, 0, 3, 56.3475, 1, 1, 0, 2, 1, 28.853, 11.3311, 2, 62.5177, 0.933333, 1, 0, 6, 1, 29.7577, 30.6373, 5, 56.3121, 1, 0.914894, 1, 5, 2, 14.7809, 45.7058, 2
Electricity, 21.7193, 0.981928, 0.905405, 0, 6, 3, 36.4356, 95.1695, 5, 2.24324, 11.2879, 0.309091, 0.541667, 0, 0, 1, 0, 0, 1, 12.2727, 0.272727, 0.583333, 0, 0, 1, 0, 0, 1, 72.1212, 0.818182, 1, 0, 1, 1, 0, 0, 3, 47.8788, 0.781818, 1, 0, 2, 2, 0, 0, 2, 42.2727, 0.745455, 1, 0, 0, 2, 0, 0, 3, 71.2121, 0.945455, 1, 0, 1, 1, 0, 0, 4, 33.9394, 0.636364, 0.875, 0, 0, 1, 0, 0, 2, 58.7879, 0.818182, 1, 0, 0, 2, 0, 0, 4, 5.5303, 0.218182, 0.333333, 0, 0, 1, 0, 0, 1, 34.1257, 0.686747, 0.783784, 0, 2, 1, 0, 0, 2, 54.5751, 0.710843, 1, 0, 3, 1, 0, 0, 4, 48.7138, 0.927711, 0.945946, 0, 4, 2, 0, 0, 5, 40.3126, 0.891566, 1, 1, 3, 2, 0, 0, 2
FireBrigade, 24.4822, 0.961538, 0.967949, 29, 13, 5, 72.0336, 67.2901, 10, 0.833333, 69.3649, 1, 1, 0, 4, 2, 0, 0, 4, 76.2075, 1, 0.826923, 0, 1, 1, 32.3977, 30.9666, 6, 64.6243, 1, 0.942308, 0, 5, 3, 0, 0, 5, 52.6386, 0.744186, 1, 0, 0, 1, 0, 0, 3, 28.1753, 0.930233, 0.903846, 0, 3, 1, 0, 0, 3, 32.737, 0.55814, 1, 1, 2, 1, 0, 0, 2, 25.0894, 0.44186, 0.903846, 0, 0, 1, 0, 0, 2, 53.22, 1, 1, 0, 3, 2, 0, 0, 4, 1.11807, 0.0930233, 0.0769231, 0, 0, 1, 0, 0, 0, 77.3767, 1, 1, 4, 7, 2, 31.7273, 35.8182, 4, 65.3846, 1, 1, 0, 7, 4, 34.7519, 33.3279, 3, 38.7771, 0.738462, 1, 0, 4, 2, 27.0518, 26.8165, 3, 25.7002, 0.569231, 0.858974, 3, 2, 2, 16.3313, 27.6998, 2
Paramedics, 26.4987, 0.966667, 0.983871, 16, 6, 4, 68.1353, 49.0797, 10, 0.967742, 59.6341, 0.975, 1, 0, 3, 2, 0, 0, 3, 48.9024, 1, 0.682927, 0, 0, 1, 0, 0, 3, 58.2927, 1, 1, 0, 3, 1, 0, 0, 2, 36.4634, 0.4, 1, 0, 0, 1, 23.4311, 13.3613, 1, 55.3049, 0.8, 1, 0, 1, 3, 11.7283, 10.3744, 4, 36.1585, 0.4, 1, 0, 0, 1, 0, 0, 2, 47.8659, 1, 0.780488, 0, 1, 2, 22.7273, 17.8852, 2, 50.5488, 1, 0.780488, 0, 2, 1, 23.9482, 23.7831, 4, 57.6829, 0.975, 1, 0, 2, 2, 0, 0, 2, 58.4677, 1, 1, 2, 4, 1, 0, 0, 2, 59.328, 1, 1, 2, 3, 1, 38.3241, 45.2237, 2, 54.0323, 1, 0.983871, 0, 4, 2, 34.164, 34.5584, 2, 58.7366, 1, 1, 0, 3, 1, 0, 0, 1
Accident, 30.6068, 0.978022, 0.973913, 7, 14, 4, 45.3291, 42.3128, 11, 0.791304, 58.0702, 1, 0.763158, 0, 2, 1, 0, 0, 3, 84.4737, 1, 1, 0, 1, 1, 14.9394, 14.9331, 3, 70.5263, 1, 1, 0, 0, 1, 0, 0, 4, 30.0877, 0.9, 0.552632, 0, 1, 1, 0, 0, 2, 66.3158, 1, 1, 0, 2, 2, 21.2472, 15.4357, 2, 71.3158, 1, 1, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 13.4211, 0.466667, 0.473684, 0, 0, 1, 0, 0, 1, 84.0351, 1, 1, 0, 3, 1, 0, 0, 4, 75.0487, 1, 0.947368, 0, 4, 2, 0, 0, 4, 83.8596, 1, 1, 1, 6, 2, 33.1234, 28.5606, 3, 9.78558, 0.422222, 0.368421, 0, 0, 1, 0, 0, 1, 73.4893, 1, 1, 5, 4, 2, 26.4821, 26.0351, 5
Car, 31.205, 0.958333, 0.987654, 5, 17, 5, 89.8435, 46.1093, 9, 0.592593, 53.2986, 1, 0.777778, 0, 1, 2, 0, 0, 3, 36.4005, 1, 0.944444, 1, 3, 2, 0, 0, 4, 78.3565, 1, 1, 0, 4, 1, 38.3566, 17.536, 5, 62.3843, 0.75, 1, 0, 0, 1, 0, 0, 2, 8.68056, 0.21875, 0.555556, 1, 0, 1, 0, 0, 1, 75.6366, 1, 1, 0, 2, 1, 0, 0, 5, 41.8981, 0.875, 0.62963, 0, 3, 1, 0, 0, 2, 49.3634, 1, 1, 0, 1, 2, 0, 0, 2, 73.0324, 1, 1, 0, 4, 1, 0, 0, 2, 53.1121, 1, 0.925926, 0, 5, 2, 43.9003, 19.918, 3, 65.9722, 1, 1, 0, 6, 3, 26.4748, 22.9603, 3, 48.3539, 0.9375, 0.901235, 0, 5, 2, 21.1181, 28.3829, 2, 76.1317, 1, 1, 0, 7, 2, 31.1732, 27.6745, 4
RoadBlock, 24.3768, 0.983471, 0.97561, 3, 10, 4, 63.98, 58.4008, 6, 0.98374, 39.3902, 1, 0.853659, 0, 1, 2, 0, 0, 2, 71.1585, 1, 1, 0, 2, 1, 0, 0, 3, 52.5, 1, 1, 0, 2, 2, 0, 0, 2, 42.8659, 0.6, 1, 0, 2, 1, 0, 0, 4, 47.1341, 0.625, 1, 0, 0, 2, 17.6356, 15.8022, 3, 45.3049, 0.75, 1, 0, 2, 2, 21.9818, 21.3624, 2, 44.2683, 0.825, 0.951219, 0, 1, 2, 13.6826, 20.3501, 2, 48.5366, 1, 0.878049, 0, 3, 2, 0, 0, 3, 28.5976, 0.725, 0.658537, 0, 2, 1, 0, 0, 2, 48.0874, 1, 1, 1, 6, 2, 25.5157, 36.8713, 2, 68.9618, 1, 1, 0, 2, 1, 0, 0, 1, 50.1913, 1, 1, 0, 5, 2, 27.4425, 19.6434, 2, 52.8962, 1, 1, 1, 5, 2, 17.4222, 32.083, 2
Police, 29.6877, 0.964029, 0.957447, 0, 10, 6, 45.8729, 75.3148, 9, 1.47872, 26.8583, 0.717391, 0.677419, 0, 1, 1, 0, 0, 2, 80.1543, 1, 1, 0, 2, 1, 0, 0, 6, 22.5806, 0.543478, 0.677419, 0, 0, 1, 0, 0, 2, 81.9776, 1, 1, 0, 4, 1, 0, 0, 5, 78.0505, 1, 1, 0, 2, 1, 0, 0, 5, 74.8247, 1, 1, 0, 2, 2, 0, 0, 6, 11.7812, 0.5, 0.516129, 0, 2, 1, 0, 0, 1, 72.3001, 1, 1, 0, 3, 2, 0, 0, 4, 32.6788, 0.782609, 0.741935, 0, 1, 1, 0, 0, 2, 67.0984, 1, 1, 1, 5, 1, 13.9969, 40.7253, 4, 64.6623, 1, 1, 0, 5, 1, 26.0235, 25.4422, 4, 54.6716, 0.985507, 1, 1, 3, 1, 20.7665, 35.5003, 3, 54.0241, 1, 1, 4, 4, 2, 26.1788, 13.1627, 3
Gas, 24.908, 0.969325, 0.961538, 4, 10, 3, 64.2342, 74.5465, 5, 1.25385, 43.497, 0.87037, 1, 0, 3, 2, 0, 0, 2, 54.0482, 1, 1, 0, 3, 2, 0, 0, 6, 51.5935, 1, 1, 0, 1, 2, 27.8582, 32.5103, 3, 38.2429, 0.833333, 0.930233, 0, 2, 2, 0, 0, 2, 66.236, 1, 1, 0, 3, 2, 24.8684, 39.1135, 4, 48.2773, 0.981481, 0.976744, 0, 2, 2, 0, 0, 2, 42.7649, 1, 0.767442, 0, 2, 2, 21.5273, 28.3753, 2, 58.441, 1, 1, 1, 2, 2, 14.4567, 40.1316, 3, 32.472, 0.87037, 0.697674, 0, 2, 1, 0, 0, 1, 51.548, 0.925926, 1, 0, 5, 3, 40.5749, 34.4228, 4, 71.2441, 1, 1, 3, 6, 2, 26.0015, 50.9576, 6, 52.6306, 1, 1, 2, 3, 2, 48.8007, 36.8607, 3, 53.9791, 0.987654, 1, 0, 6, 1, 33.0976, 29.0952, 3
Electricity, 22.6404, 0.982759, 0.887324, 7, 7, 4, 36.8421, 91.7359, 5, 2.4507, 21.8891, 0.448276, 0.869565, 0, 0, 1, 0, 0, 1, 32.6837, 0.448276, 1, 0, 1, 1, 0, 0, 4, 58.5457, 0.758621, 1, 0, 2, 1, 0, 0, 2, 44.2279, 0.810345, 1, 0, 2, 2, 0, 0, 2, 39.3553, 0.758621, 1, 0, 1, 2, 0, 0, 2, 77.6612, 0.948276, 1, 0, 1, 2, 0, 0, 4, 30.8096, 0.568965, 0.913043, 0, 0, 1, 0, 0, 2, 47.3763, 0.637931, 1, 0, 1, 1, 0, 0, 5, 18.8156, 0.568965, 0.782609, 0, 0, 1, 0, 0, 1, 49.2611, 0.781609, 1, 0, 2, 2, 20.0797, 37.7675, 3, 49.064, 0.689655, 1, 0, 1, 1, 0, 0, 2, 34.0558, 0.712644, 0.942857, 0, 3, 2, 0, 0, 2, 56.0591, 0.954023, 1, 1, 3, 2, 0, 0, 4
Paramedics, 26.6132, 0.981651, 0.983193, 7, 10, 4, 45.862, 59.2857, 9, 0.915966, 65.0285, 1, 1, 0, 4, 2, 0, 0, 3, 50.0712, 1, 0.769231, 0, 0, 2, 0, 0, 3, 59.3305, 1, 0.717949, 0, 1, 2, 0, 0, 5, 38.1054, 0.583333, 1, 0, 0, 1, 11.1515, 12.348, 2, 48.0057, 0.722222, 0.871795, 0, 1, 1, 20.1014, 19.6413, 3, 42.3789, 0.444444, 1, 0, 0, 1, 24.2618, 19.8837, 2, 57.5499, 1, 1, 0, 1, 2, 0, 0, 3, 38.3903, 1, 0.615385, 0, 1, 1, 0, 0, 3, 56.4815, 0.972222, 1, 0, 2, 1, 0, 0, 3, 64.4696, 1, 1, 0, 4, 1, 17.4771, 35.4731, 4, 55.5556, 1, 0.830508, 0, 4, 2, 27.5119, 28.0406, 1, 64.1557, 1, 1, 0, 4, 2, 14.6739, 37.2681, 3, 52.6679, 1, 1, 0, 5, 1, 0, 0, 1
FireBrigade, 24.385, 0.975806, 0.978417, 21, 11, 4, 68.2553, 52.7456, 5, 0.892086, 69.3001, 1, 1, 0, 4, 2, 0, 0, 4, 80.2757, 1, 1, 0, 1, 1, 26.0085, 11.6833, 8, 54.772, 1, 0.891304, 0, 1, 2, 0, 0, 5, 56.3097, 0.780488, 1, 0, 1, 2, 21.6826, 13.4434, 4, 38.6002, 0.97561, 0.934783, 0, 4, 1, 0, 0, 4, 35.2598, 0.682927, 0.956522, 0, 2, 1, 0, 0, 2, 41.3043, 0.560976, 1, 0, 1, 2, 21.834, 22.9317, 2, 44.3796, 0.951219, 1, 1, 3, 2, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 80.8088, 1, 1, 1, 5, 3, 44.8795, 28.3962, 3, 65.942, 1, 1, 4, 6, 4, 30.0713, 28.4841, 2, 49.6026, 0.806452, 1, 2, 4, 3, 40.1294, 30.2756, 4, 21.4119, 0.580645, 0.666667, 0, 4, 1, 0, 0, 2
Accident, 25.711, 0.972222, 0.955357, 8, 10, 3, 48.5395, 56.7003, 4, 0.964286, 39.7147, 1, 0.540541, 0, 0, 1, 0, 0, 2, 65.9159, 1, 1, 0, 1, 2, 0, 0, 3, 55.2553, 0.777778, 1, 0, 1, 1, 25.4471, 20.5369, 3, 44.3694, 1, 0.756757, 0, 0, 1, 0, 0, 2, 72.8979, 1, 1, 0, 4, 1, 0, 0, 3, 61.8619, 0.944444, 1, 0, 3, 1, 21.6173, 19.5212, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 15.4655, 0.527778, 0.486486, 0, 0, 1, 0, 0, 1, 79.5045, 1, 1, 0, 3, 2, 0, 0, 4, 66.1045, 1, 0.875, 1, 3, 2, 19.7129, 29.4644, 3, 75.3638, 1, 1, 0, 5, 1, 0, 0, 0, 13.3267, 0.574074, 0.375, 0, 0, 1, 0, 0, 1, 66.6997, 1, 1, 5, 5, 2, 29.7913, 36.6424, 2
Police, 32.5937, 0.965217, 0.954023, 2, 10, 5, 43.4874, 48.7763, 9, 1.32184, 37.6588, 0.921053, 0.793103, 0, 1, 1, 0, 0, 2, 70.8711, 1, 1, 0, 1, 1, 0, 0, 3, 3.72051, 0.236842, 0.206897, 0, 0, 1, 0, 0, 0, 87.7495, 1, 1, 0, 3, 1, 0, 0, 4, 86.4791, 1, 1, 0, 2, 1, 0, 0, 6, 84.5735, 1, 1, 0, 1, 1, 14.9102, 15.4113, 3, 29.6733, 0.552632, 1, 0, 1, 1, 0, 0, 1, 80.9437, 1, 1, 0, 3, 1, 0, 0, 4, 19.3285, 0.657895, 0.586207, 0, 1, 1, 0, 0, 1, 74.3778, 1, 1, 1, 2, 1, 0, 0, 3, 46.7972, 1, 1, 0, 6, 1, 0, 0, 1, 68.6658, 0.982456, 1, 0, 2, 1, 0, 0, 3, 60.7099, 1, 0.953488, 0, 2, 1, 0, 0, 3
